"folio","clientName","siteNumber","oa","service"
"A03194818","BBVA BANCOMER",71406652,365880,"CUAD-AVAYA"
"A03194856","BBVA BANCOMER",71414597,365879,"CUAD-AVAYA"
"A03194859","BBVA BANCOMER",71452133,365879,"CUAD-AVAYA"
"A03194835","BBVA BANCOMER",71397787,365879,"CUAD-AVAYA"
"A03194846","BBVA BANCOMER",71414597,365879,"CUAD-AVAYA"
"A03194825","BBVA BANCOMER",71369210,365879,"CUAD-AVAYA"
"A03194813","BBVA BANCOMER",71465477,365858,"CUAD-AVAYA"
"A03194811","BBVA BANCOMER",71454171,365858,"CUAD-AVAYA"
"A03194806","BBVA BANCOMER",70115514,365858,"CUAD-AVAYA"
"A03194809","BBVA BANCOMER",70115360,365858,"CUAD-AVAYA"
"A03194803","BBVA BANCOMER",70224681,365847,"CUAD-AVAYA"
"A03194804","BBVA BANCOMER",70232611,365847,"CUAD-AVAYA"
"A03194802","BBVA BANCOMER",70115693,365847,"CUAD-AVAYA"
"A03194798","BBVA BANCOMER",70115634,365847,"CUAD-AVAYA"
"A03194787","BBVA BANCOMER",70115548,365833,"CUAD-AVAYA"
"A03194789","BBVA BANCOMER",71649753,365833,"CUAD-AVAYA"
"A03194733","BBVA BANCOMER",71779079,365775,"CUAD-AVAYA"
"A03194732","BBVA BANCOMER",71777616,365775,"CUAD-AVAYA"
"A03194729","BBVA BANCOMER",71777481,365775,"CUAD-AVAYA"
"A03194731","BBVA BANCOMER",71777515,365775,"CUAD-AVAYA"
"A03194728","BBVA BANCOMER",71777257,365775,"CUAD-AVAYA"
"A03194720","BBVA BANCOMER",71777250,365775,"CUAD-AVAYA"
"A03194725","BBVA BANCOMER",71777253,365775,"CUAD-AVAYA"
"A03194704","BBVA BANCOMER",71777248,365775,"CUAD-AVAYA"
"A03194705","BBVA BANCOMER",71777247,365775,"CUAD-AVAYA"
"A03194700","BBVA BANCOMER",71777244,365775,"CUAD-AVAYA"
"A03194748","BBVA BANCOMER",71777673,365739,"CUAD-AVAYA"
"A03194739","BBVA BANCOMER",71777504,365739,"CUAD-AVAYA"
"A03194746","BBVA BANCOMER",71777507,365739,"CUAD-AVAYA"
"A03194737","BBVA BANCOMER",71777498,365739,"CUAD-AVAYA"
"A03194721","BBVA BANCOMER",71777482,365739,"CUAD-AVAYA"
"A03194736","BBVA BANCOMER",71777489,365739,"CUAD-AVAYA"
"A03194710","BBVA BANCOMER",71777476,365739,"CUAD-AVAYA"
"A03194713","BBVA BANCOMER",71777480,365739,"CUAD-AVAYA"
"A03194707","BBVA BANCOMER",71777469,365739,"CUAD-AVAYA"
"A03194708","BBVA BANCOMER",71777475,365739,"CUAD-AVAYA"
"A03194777","BBVA BANCOMER",71778849,365718,"CUAD-AVAYA"
"A03194775","BBVA BANCOMER",71777662,365718,"CUAD-AVAYA"
"A03194773","BBVA BANCOMER",71777501,365718,"CUAD-AVAYA"
"A03194767","BBVA BANCOMER",71777462,365718,"CUAD-AVAYA"
"A03194768","BBVA BANCOMER",71777490,365718,"CUAD-AVAYA"
"A03194757","BBVA BANCOMER",71777256,365718,"CUAD-AVAYA"
"A03194762","BBVA BANCOMER",71777456,365718,"CUAD-AVAYA"
"A03194716","BBVA BANCOMER",71766830,365718,"CUAD-AVAYA"
"A03194753","BBVA BANCOMER",71777254,365718,"CUAD-AVAYA"
"A03194742","BBVA BANCOMER",71777251,365718,"CUAD-AVAYA"
"A03194755","BBVA BANCOMER",71777492,365681,"CUAD-AVAYA"
"A03194752","BBVA BANCOMER",71777454,365681,"CUAD-AVAYA"
"A03194743","BBVA BANCOMER",71777448,365681,"CUAD-AVAYA"
"A03194717","BBVA BANCOMER",71777444,365681,"CUAD-AVAYA"
"A03194699","BBVA BANCOMER",71777243,365681,"CUAD-AVAYA"
"A03194693","BBVA BANCOMER",71777242,365681,"CUAD-AVAYA"
"A03194691","BBVA BANCOMER",71777238,365681,"CUAD-AVAYA"
"A03194655","BBVA BANCOMER",71777225,365681,"CUAD-AVAYA"
"A03194690","BBVA BANCOMER",71777233,365681,"CUAD-AVAYA"
"A03194656","BBVA BANCOMER",71776206,365681,"CUAD-AVAYA"
"A03194683","BBVA BANCOMER",71794281,365674,"CUAD-AVAYA"
"A03194682","BBVA BANCOMER",71778844,365674,"CUAD-AVAYA"
"A03194680","BBVA BANCOMER",71778839,365674,"CUAD-AVAYA"
"A03194677","BBVA BANCOMER",71777240,365674,"CUAD-AVAYA"
"A03194657","BBVA BANCOMER",71777229,365674,"CUAD-AVAYA"
"A03194666","BBVA BANCOMER",71777230,365674,"CUAD-AVAYA"
"A03194644","BBVA BANCOMER",71777221,365674,"CUAD-AVAYA"
"A03194639","BBVA BANCOMER",71776547,365674,"CUAD-AVAYA"
"A03194640","BBVA BANCOMER",71776542,365674,"CUAD-AVAYA"
"A03194642","BBVA BANCOMER",71776530,365674,"CUAD-AVAYA"
"A03194670","BBVA BANCOMER",71776555,365673,"CUAD-AVAYA"
"A03194671","BBVA BANCOMER",71776540,365673,"CUAD-AVAYA"
"A03194673","BBVA BANCOMER",71776539,365673,"CUAD-AVAYA"
"A03194645","BBVA BANCOMER",71776527,365673,"CUAD-AVAYA"
"A03194647","BBVA BANCOMER",71776528,365673,"CUAD-AVAYA"
"A03194646","BBVA BANCOMER",71776536,365673,"CUAD-AVAYA"
"A03194625","BBVA BANCOMER",71776525,365673,"CUAD-AVAYA"
"A03194620","BBVA BANCOMER",71776523,365673,"CUAD-AVAYA"
"A03194628","BBVA BANCOMER",71776522,365673,"CUAD-AVAYA"
"A03194622","BBVA BANCOMER",71776521,365673,"CUAD-AVAYA"
"A03194662","BBVA BANCOMER",71776517,365660,"CUAD-AVAYA"
"A03194676","BBVA BANCOMER",71776519,365660,"CUAD-AVAYA"
"A03194652","BBVA BANCOMER",71767869,365660,"CUAD-AVAYA"
"A03194653","BBVA BANCOMER",71776515,365660,"CUAD-AVAYA"
"A03194654","BBVA BANCOMER",71776516,365660,"CUAD-AVAYA"
"A03194635","BBVA BANCOMER",71760147,365660,"CUAD-AVAYA"
"A03194627","BBVA BANCOMER",71746354,365660,"CUAD-AVAYA"
"A03194634","BBVA BANCOMER",71760190,365660,"CUAD-AVAYA"
"A03194632","BBVA BANCOMER",71746353,365660,"CUAD-AVAYA"
"A03194612","BBVA BANCOMER",71745834,365636,"CUAD-AVAYA"
"A03194607","BBVA BANCOMER",71746351,365626,"CUAD-AVAYA"
"A03194477","BBVA BANCOMER",70115435,365056,"CUAD-AVAYA"
"A03194473","BBVA BANCOMER",70115132,365053,"CUAD-AVAYA"
"A03194437","BBVA BANCOMER",70122128,364621,"CUAD-AVAYA"
"A03194433","BBVA BANCOMER",70122074,364621,"CUAD-AVAYA"
"A03194436","BBVA BANCOMER",70122097,364621,"CUAD-AVAYA"
"A03194443","BBVA BANCOMER",70122109,364547,"CUAD-AVAYA"
"A03194442","BBVA BANCOMER",70122095,364547,"CUAD-AVAYA"
"A03194441","BBVA BANCOMER",70122089,364547,"CUAD-AVAYA"
"A03194439","BBVA BANCOMER",70122071,364547,"CUAD-AVAYA"
"A03194393","BBVA BANCOMER",71789643,363939,"CUAD-AVAYA"
"A03194389","BBVA BANCOMER",70115509,363908,"CUAD-AVAYA"
"A03194335","BBVA BANCOMER",71578111,363581,"CUAD-AVAYA"
"A03194336","BBVA BANCOMER",71578111,363580,"CUAD-AVAYA"
"A03194333","BBVA BANCOMER",71441342,363580,"CUAD-AVAYA"
"A03194309","BBVA BANCOMER",71794233,363488,"CUAD-AVAYA"
"A03194313","BBVA BANCOMER",71797814,363488,"CUAD-AVAYA"
"A03194314","BBVA BANCOMER",71796625,363488,"CUAD-AVAYA"
"A03194287","BBVA BANCOMER",71797840,363488,"CUAD-AVAYA"
"A03194301","BBVA BANCOMER",71793873,363488,"CUAD-AVAYA"
"A03194295","BBVA BANCOMER",71789073,363485,"CUAD-AVAYA"
"A03194291","BBVA BANCOMER",71789643,363485,"CUAD-AVAYA"
"A03194311","BBVA BANCOMER",71786754,363485,"CUAD-AVAYA"
"A03194298","BBVA BANCOMER",71788370,363485,"CUAD-AVAYA"
"A03194310","BBVA BANCOMER",71778936,363485,"CUAD-AVAYA"
"A03194285","BBVA BANCOMER",71763065,363474,"CUAD-AVAYA"
"A03194294","BBVA BANCOMER",71760308,363474,"CUAD-AVAYA"
"A03194304","BBVA BANCOMER",71732834,363474,"CUAD-AVAYA"
"A03194305","BBVA BANCOMER",71725689,363474,"CUAD-AVAYA"
"A03194307","BBVA BANCOMER",71712860,363474,"CUAD-AVAYA"
"A03194221","BBVA BANCOMER",70115698,363366,"CUAD-AVAYA"
"A03194218","BBVA BANCOMER",70115562,363360,"CUAD-AVAYA"
"A03194216","BBVA BANCOMER",70115032,363360,"CUAD-AVAYA"
"A03194206","BBVA BANCOMER",71562022,363340,"CUAD-AVAYA"
"A03194202","BBVA BANCOMER",71562022,363322,"CUAD-AVAYA"
"A03194177","BBVA BANCOMER",70224949,363253,"CUAD-AVAYA"
"A03194173","BBVA BANCOMER",70115345,363253,"CUAD-AVAYA"
"A03193956","BBVA BANCOMER",70114617,363253,"CUAD-AVAYA"
"A03194171","BBVA BANCOMER",70115336,363253,"CUAD-AVAYA"
"A03193551","BBVA BANCOMER",71378587,363224,"CUAD-AVAYA"
"A03193559","BBVA BANCOMER",70115129,363224,"CUAD-AVAYA"
"A03193548","BBVA BANCOMER",71325127,363224,"CUAD-AVAYA"
"A03193556","BBVA BANCOMER",70114369,363224,"CUAD-AVAYA"
"A03193553","BBVA BANCOMER",70114296,363224,"CUAD-AVAYA"
"A03193557","BBVA BANCOMER",70114369,363224,"CUAD-AVAYA"
"A03193492","BBVA BANCOMER",70122005,363116,"CUAD-AVAYA"
"A03193491","BBVA BANCOMER",70114476,363113,"CUAD-AVAYA"
"A03193482","BBVA BANCOMER",71796829,363061,"CUAD-AVAYA"
"A03191814","BBVA BANCOMER",70122065,362037,"Por definir"
"A03191117","BBVA BANCOMER",71254585,361879,"CUAD-AVAYA"
"A03191116","BBVA BANCOMER",70114795,361879,"CUAD-AVAYA"
"A03191120","BBVA BANCOMER",70119746,361823,"CUAD-AVAYA"
"A03191071","BBVA BANCOMER",70157108,361742,"CUAD-AVAYA"
"A03191076","BBVA BANCOMER",71364775,361742,"CUAD-AVAYA"
"A03191070","BBVA BANCOMER",71402305,361739,"CUAD-AVAYA"
"A03191069","BBVA BANCOMER",71402305,361739,"CUAD-AVAYA"
"A03191078","BBVA BANCOMER",70119009,361739,"CUAD-AVAYA"
"A03191067","BBVA BANCOMER",70114783,361739,"CUAD-AVAYA"
"A03191077","BBVA BANCOMER",70115135,361739,"CUAD-AVAYA"
"A03191075","BBVA BANCOMER",70114783,361739,"CUAD-AVAYA"
"A03191066","BBVA BANCOMER",71241091,361731,"CUAD-AVAYA"
"A03191064","BBVA BANCOMER",70119746,361731,"CUAD-AVAYA"
"A03191058","BBVA BANCOMER",70115080,361731,"CUAD-AVAYA"
"A03191060","BBVA BANCOMER",70115082,361731,"CUAD-AVAYA"
"A03191061","BBVA BANCOMER",70115090,361731,"CUAD-AVAYA"
"A03191049","BBVA BANCOMER",71779080,361729,"CUAD-AVAYA"
"A03191054","BBVA BANCOMER",71441416,361727,"CUAD-AVAYA"
"A03191050","BBVA BANCOMER",71241172,361727,"CUAD-AVAYA"
"A03191053","BBVA BANCOMER",71307200,361727,"CUAD-AVAYA"
"A03191047","BBVA BANCOMER",70115017,361727,"CUAD-AVAYA"
"A03191051","BBVA BANCOMER",70145669,361727,"CUAD-AVAYA"
"A03191043","BBVA BANCOMER",71390116,361726,"CUAD-AVAYA"
"A03191036","BBVA BANCOMER",70114466,361726,"CUAD-AVAYA"
"A03191041","BBVA BANCOMER",70114832,361726,"CUAD-AVAYA"
"A03191037","BBVA BANCOMER",70114478,361726,"CUAD-AVAYA"
"A03191042","BBVA BANCOMER",70114867,361726,"CUAD-AVAYA"
"A03191033","BBVA BANCOMER",71794231,361720,"CUAD-AVAYA"
"A03191030","BBVA BANCOMER",71788369,361720,"CUAD-AVAYA"
"A03191031","BBVA BANCOMER",71792322,361720,"CUAD-AVAYA"
"A03190982","BBVA BANCOMER",70114347,361621,"CUAD-AVAYA"
"A03190955","BBVA BANCOMER",70114676,361588,"CUAD-AVAYA"
"A03190953","BBVA BANCOMER",70114200,361588,"CUAD-AVAYA"
"A02191826","BBVA BANCOMER",71241166,361318,"CUAD-AVAYA"
"A02191828","BBVA BANCOMER",71794233,361318,"CUAD-AVAYA"
"A03190007","BBVA BANCOMER",71582564,361287,"CUAD-AVAYA"
"A02191781","BBVA BANCOMER",70114783,361170,"CUAD-AVAYA"
"A02191780","BBVA BANCOMER",70197365,361170,"CUAD-AVAYA"
"A02191745","BBVA BANCOMER",70115729,361103,"CUAD-AVAYA"
"A02191742","BBVA BANCOMER",70114878,361103,"CUAD-AVAYA"
"A02191739","BBVA BANCOMER",70115106,361103,"CUAD-AVAYA"
"A02191748","BBVA BANCOMER",70115373,361103,"CUAD-AVAYA"
"A02191734","BBVA BANCOMER",70114630,361103,"CUAD-AVAYA"
"A02191740","BBVA BANCOMER",71747829,361100,"CUAD-AVAYA"
"A02191746","BBVA BANCOMER",71757896,361100,"CUAD-AVAYA"
"A02191738","BBVA BANCOMER",71712906,361100,"CUAD-AVAYA"
"A02191737","BBVA BANCOMER",70115244,361100,"CUAD-AVAYA"
"A02191733","BBVA BANCOMER",70031862,361100,"CUAD-AVAYA"
"A02191623","BBVA BANCOMER",70114278,361035,"CUAD-AVAYA"
"A02191625","BBVA BANCOMER",71673862,361035,"CUAD-AVAYA"
"A02191358","BBVA BANCOMER",70114807,360626,"CUAD-AVAYA"
"A02191367","BBVA BANCOMER",71419644,360626,"CUAD-AVAYA"
"A02191368","BBVA BANCOMER",70115365,360626,"CUAD-AVAYA"
"A02191356","BBVA BANCOMER",71794238,360619,"CUAD-AVAYA"
"A02191357","BBVA BANCOMER",71414139,360619,"CUAD-AVAYA"
"A02191360","BBVA BANCOMER",70122032,360619,"CUAD-AVAYA"
"A02191362","BBVA BANCOMER",70114440,360619,"CUAD-AVAYA"
"A02191364","BBVA BANCOMER",70114217,360619,"CUAD-AVAYA"
"A02191335","BBVA BANCOMER",71794235,360216,"CUAD-AVAYA"
"A02191336","BBVA BANCOMER",71438396,360216,"CUAD-AVAYA"
"A02191328","BBVA BANCOMER",70114214,360216,"CUAD-AVAYA"
"A02191325","BBVA BANCOMER",71651362,360009,"Por definir"
"A02191298","BBVA BANCOMER",71651362,358705,"CUAD-AVAYA"
"A02191270","BBVA BANCOMER",71459742,358381,"CUAD-AVAYA"
"A02191271","BBVA BANCOMER",71441420,358381,"CUAD-AVAYA"
"A02190706","BBVA BANCOMER",71420150,358381,"CUAD-AVAYA"
"A02191124","BBVA BANCOMER",71333207,358314,"CUAD-AVAYA"
"A02191122","BBVA BANCOMER",70115364,358314,"CUAD-AVAYA"
"A02191261","BBVA BANCOMER",71592553,358179,"CUAD-AVAYA"
"A02191288","BBVA BANCOMER",71374920,358179,"CUAD-AVAYA"
"A02191289","BBVA BANCOMER",71444761,358179,"CUAD-AVAYA"
"A02191290","BBVA BANCOMER",71441416,358179,"CUAD-AVAYA"
"A02191284","BBVA BANCOMER",71280046,358179,"CUAD-AVAYA"
"A02191251","BBVA BANCOMER",71417931,358172,"CUAD-AVAYA"
"A02191249","BBVA BANCOMER",71367660,358172,"CUAD-AVAYA"
"A02191246","BBVA BANCOMER",71367661,358172,"CUAD-AVAYA"
"A02191240","BBVA BANCOMER",71310413,358172,"CUAD-AVAYA"
"A02191250","BBVA BANCOMER",71360549,358172,"CUAD-AVAYA"
"A02191252","BBVA BANCOMER",71570583,358166,"CUAD-AVAYA"
"A02191254","BBVA BANCOMER",71436433,358166,"CUAD-AVAYA"
"A02191255","BBVA BANCOMER",71441419,358166,"CUAD-AVAYA"
"A02191260","BBVA BANCOMER",70115016,358166,"CUAD-AVAYA"
"A02191238","BBVA BANCOMER",70115017,358166,"CUAD-AVAYA"
"A02191236","BBVA BANCOMER",70114867,358160,"CUAD-AVAYA"
"A02191247","BBVA BANCOMER",71458828,358160,"CUAD-AVAYA"
"A02191262","BBVA BANCOMER",70114832,358160,"CUAD-AVAYA"
"A02191227","BBVA BANCOMER",71444875,357776,"CUAD-AVAYA"
"A02191223","BBVA BANCOMER",70114196,357776,"CUAD-AVAYA"
"A02191226","BBVA BANCOMER",70114232,357776,"CUAD-AVAYA"
"A02191213","BBVA BANCOMER",71414651,357134,"CUAD-AVAYA"
"A02191201","BBVA BANCOMER",71592553,355952,"CUAD-AVAYA"
"A02191090","BBVA BANCOMER",71792125,355561,"CUAD-AVAYA"
"A02191089","BBVA BANCOMER",70114486,355561,"CUAD-AVAYA"
"A02191087","BBVA BANCOMER",70114478,355561,"CUAD-AVAYA"
"A02191065","BBVA BANCOMER",71792173,355547,"CUAD-AVAYA"
"A02191072","BBVA BANCOMER",70114676,355547,"CUAD-AVAYA"
"A02191074","BBVA BANCOMER",71792168,355547,"CUAD-AVAYA"
"A02191073","BBVA BANCOMER",70114532,355547,"CUAD-AVAYA"
"A02191058","BBVA BANCOMER",71792166,355542,"CUAD-AVAYA"
"A02191056","BBVA BANCOMER",71420114,355542,"CUAD-AVAYA"
"A02191054","BBVA BANCOMER",71414651,355542,"CUAD-AVAYA"
"A02191052","BBVA BANCOMER",71235421,355542,"CUAD-AVAYA"
"A02191048","BBVA BANCOMER",70114502,355542,"CUAD-AVAYA"
"A02191040","BBVA BANCOMER",71792147,355533,"CUAD-AVAYA"
"A02191042","BBVA BANCOMER",71792184,355533,"CUAD-AVAYA"
"A02191044","BBVA BANCOMER",71792138,355533,"CUAD-AVAYA"
"A02191051","BBVA BANCOMER",70114494,355533,"CUAD-AVAYA"
"A02191047","BBVA BANCOMER",71434354,355533,"CUAD-AVAYA"
"A02190400","BBVA BANCOMER",70119010,354958,"CUAD-AVAYA"
"A02190323","BBVA BANCOMER",70119010,354790,"CUAD-AVAYA"
"A02190320","BBVA BANCOMER",70114466,354780,"CUAD-AVAYA"
"A01191543","BBVA BANCOMER",71434349,354516,"CUAD-AVAYA"
"A01191542","BBVA BANCOMER",71434341,354516,"CUAD-AVAYA"
"A01191534","BBVA BANCOMER",70114299,354516,"CUAD-AVAYA"
"A01191532","BBVA BANCOMER",70114290,354516,"CUAD-AVAYA"
"A01191536","BBVA BANCOMER",71790650,354515,"CUAD-AVAYA"
"A01191538","BBVA BANCOMER",71790415,354515,"CUAD-AVAYA"
"A01191528","BBVA BANCOMER",70114476,354515,"CUAD-AVAYA"
"A01191529","BBVA BANCOMER",71420128,354515,"CUAD-AVAYA"
"A01191525","BBVA BANCOMER",70114475,354515,"CUAD-AVAYA"
"A01191523","BBVA BANCOMER",71790302,354511,"CUAD-AVAYA"
"A01191521","BBVA BANCOMER",71621067,354511,"CUAD-AVAYA"
"A01191514","BBVA BANCOMER",71434344,354511,"CUAD-AVAYA"
"A01191518","BBVA BANCOMER",70114287,354511,"CUAD-AVAYA"
"A01191516","BBVA BANCOMER",70114225,354511,"CUAD-AVAYA"
"A01191472","BBVA BANCOMER",70114322,354418,"CUAD-AVAYA"
"A01190990","BBVA BANCOMER",70115297,353442,"CUAD-AVAYA"
"A01190986","BBVA BANCOMER",71734281,353441,"CUAD-AVAYA"
"A05190118","BBVA BANCOMER",71788367,353384,"CUAD-AVAYA"
"A01190981","BBVA BANCOMER",71788368,353384,"CUAD-AVAYA"
"A05190117","BBVA BANCOMER",71788367,353384,"CUAD-AVAYA"
"A01190978","BBVA BANCOMER",71786849,353384,"CUAD-AVAYA"
"A01190974","BBVA BANCOMER",71784949,353384,"CUAD-AVAYA"
"A01190669","BBVA BANCOMER",70221750,352820,"CUAD-AVAYA"
"A01190665","BBVA BANCOMER",70197779,352820,"CUAD-AVAYA"
"A01190643","BBVA BANCOMER",71626493,352815,"CUAD-AVAYA"
"A01190641","BBVA BANCOMER",70157108,352815,"CUAD-AVAYA"
"A01190639","BBVA BANCOMER",70115560,352815,"CUAD-AVAYA"
"A01190636","BBVA BANCOMER",70115008,352815,"CUAD-AVAYA"
"A01190602","BBVA BANCOMER",70115549,352625,"CUAD-AVAYA"
"A01190599","BBVA BANCOMER",70114150,352588,"CUAD-AVAYA"
"A12180789","BBVA BANCOMER",70115452,350418,"CUAD-AVAYA"
"A12180786","BBVA BANCOMER",70119009,350415,"CUAD-AVAYA"
"A12180787","BBVA BANCOMER",71456993,350415,"CUAD-AVAYA"
"A12180785","BBVA BANCOMER",70115548,350415,"CUAD-AVAYA"
"A12180780","BBVA BANCOMER",70115524,350414,"CUAD-AVAYA"
"A12180779","BBVA BANCOMER",70115515,350414,"CUAD-AVAYA"
"A12180774","BBVA BANCOMER",70115452,350414,"CUAD-AVAYA"
"A12180781","BBVA BANCOMER",70122036,350413,"CUAD-AVAYA"
"A12180771","BBVA BANCOMER",70122134,350413,"CUAD-AVAYA"
"A12180777","BBVA BANCOMER",70115566,350413,"CUAD-AVAYA"
"A12180773","BBVA BANCOMER",70115361,350413,"CUAD-AVAYA"
"A12180769","BBVA BANCOMER",71456993,350412,"CUAD-AVAYA"
"A12180767","BBVA BANCOMER",70119009,350412,"CUAD-AVAYA"
"A12180764","BBVA BANCOMER",70115548,350412,"CUAD-AVAYA"
"A12180761","BBVA BANCOMER",70119010,350411,"CUAD-AVAYA"
"A12180763","BBVA BANCOMER",71457432,350411,"CUAD-AVAYA"
"A12180758","BBVA BANCOMER",70115656,350411,"CUAD-AVAYA"
"A12180757","BBVA BANCOMER",70115078,350411,"CUAD-AVAYA"
"A12180733","BBVA BANCOMER",71437380,350313,"CUAD-AVAYA"
"A12180732","BBVA BANCOMER",70115243,350313,"CUAD-AVAYA"
"A12180701","BBVA BANCOMER",71776206,350183,"CUAD-AVAYA"
"A12180428","BBVA BANCOMER",70122131,349311,"CUAD-AVAYA"
"A12180373","BBVA BANCOMER",70122116,349124,"CUAD-AVAYA"
"A12180390","BBVA BANCOMER",70115707,349122,"CUAD-AVAYA"
"A12180324","BBVA BANCOMER",70158941,349089,"CUAD-AVAYA"
"A12180328","BBVA BANCOMER",70158941,349084,"CUAD-AVAYA"
"A12180322","BBVA BANCOMER",70122065,349067,"CUAD-AVAYA"
"A12180315","BBVA BANCOMER",70114293,349063,"CUAD-AVAYA"
"A12180317","BBVA BANCOMER",70122116,349054,"CUAD-AVAYA"
"A12180314","BBVA BANCOMER",70115707,349051,"CUAD-AVAYA"
"A12180301","BBVA BANCOMER",70114993,349000,"CUAD-AVAYA"
"A12180270","BBVA BANCOMER",70232599,348905,"CUAD-AVAYA"
"A12180282","BBVA BANCOMER",70122107,348902,"CUAD-AVAYA"
"A12180281","BBVA BANCOMER",70115250,348902,"CUAD-AVAYA"
"A12180279","BBVA BANCOMER",70115225,348902,"CUAD-AVAYA"
"A12180274","BBVA BANCOMER",71746354,348899,"CUAD-AVAYA"
"A12180266","BBVA BANCOMER",70158941,348897,"CUAD-AVAYA"
"A12180267","BBVA BANCOMER",71241347,348897,"CUAD-AVAYA"
"A12180261","BBVA BANCOMER",71780261,348864,"CUAD-AVAYA"
"A12180202","BBVA BANCOMER",70115404,348581,"CUAD-AVAYA"
"A12180180","BBVA BANCOMER",70122065,348526,"CUAD-AVAYA"
"A12180176","BBVA BANCOMER",70122116,348522,"CUAD-AVAYA"
"A12180174","BBVA BANCOMER",70114293,348516,"CUAD-AVAYA"
"A12180169","BBVA BANCOMER",70115707,348500,"CUAD-AVAYA"
"A11181250","BBVA BANCOMER",70114730,348100,"CUAD-AVAYA"
"A11181253","BBVA BANCOMER",71299076,348100,"CUAD-AVAYA"
"A11181252","BBVA BANCOMER",70115094,348100,"CUAD-AVAYA"
"A11181248","BBVA BANCOMER",71738081,348078,"CUAD-AVAYA"
"A11181244","BBVA BANCOMER",70115468,348069,"CUAD-AVAYA"
"A11181242","BBVA BANCOMER",70114993,348069,"CUAD-AVAYA"
"A11181243","BBVA BANCOMER",70114225,348069,"CUAD-AVAYA"
"A11181236","BBVA BANCOMER",70119746,348066,"CUAD-AVAYA"
"A11181232","BBVA BANCOMER",70115524,348066,"CUAD-AVAYA"
"A11181230","BBVA BANCOMER",70114425,348066,"CUAD-AVAYA"
"A11181221","BBVA BANCOMER",71379565,348011,"CUAD-AVAYA"
"A11181220","BBVA BANCOMER",71379565,348011,"CUAD-AVAYA"
"A11181197","BBVA BANCOMER",71738081,347919,"CUAD-AVAYA"
"A11181209","BBVA BANCOMER",70115707,347907,"CUAD-AVAYA"
"A11181130","BBVA BANCOMER",71635343,347612,"CUAD-AVAYA"
"A11181134","BBVA BANCOMER",71712906,347603,"CUAD-AVAYA"
"A11181132","BBVA BANCOMER",71643635,347603,"CUAD-AVAYA"
"A11181118","BBVA BANCOMER",71670189,347598,"CUAD-AVAYA"
"A11181119","BBVA BANCOMER",71728580,347598,"CUAD-AVAYA"
"A11181116","BBVA BANCOMER",71664572,347598,"CUAD-AVAYA"
"A11180957","BBVA BANCOMER",70114141,347321,"CUAD-AVAYA"
"A11180959","BBVA BANCOMER",70115157,347321,"CUAD-AVAYA"
"A11180961","BBVA BANCOMER",71778096,347316,"CUAD-AVAYA"
"A11180962","BBVA BANCOMER",71778240,347316,"CUAD-AVAYA"
"A11180956","BBVA BANCOMER",71778241,347316,"CUAD-AVAYA"
"A11180958","BBVA BANCOMER",71778096,347316,"CUAD-AVAYA"
"A11180949","BBVA BANCOMER",70114540,347312,"CUAD-AVAYA"
"A11180947","BBVA BANCOMER",70115717,347311,"CUAD-AVAYA"
"A11180881","BBVA BANCOMER",71286233,347070,"CUAD-AVAYA"
"A11180879","BBVA BANCOMER",71277333,347070,"CUAD-AVAYA"
"A11180877","BBVA BANCOMER",70115561,347070,"CUAD-AVAYA"
"A11180872","BBVA BANCOMER",71578495,347067,"CUAD-AVAYA"
"A11180803","BBVA BANCOMER",71623708,346923,"CUAD-AVAYA"
"A11180578","BBVA BANCOMER",70115082,346396,"CUAD-AVAYA"
"A11180539","BBVA BANCOMER",71436465,346285,"CUAD-AVAYA"
"A11180444","BBVA BANCOMER",71584954,345975,"CUAD-AVAYA"
"A11180443","BBVA BANCOMER",70115245,345975,"CUAD-AVAYA"
"A11180433","BBVA BANCOMER",71566820,345959,"CUAD-AVAYA"
"A11180437","BBVA BANCOMER",70114449,345959,"CUAD-AVAYA"
"A11180438","BBVA BANCOMER",71463939,345959,"CUAD-AVAYA"
"A11180435","BBVA BANCOMER",70114390,345959,"CUAD-AVAYA"
"A11180432","BBVA BANCOMER",71350908,345958,"CUAD-AVAYA"
"A11180431","BBVA BANCOMER",71270438,345958,"CUAD-AVAYA"
"A11180429","BBVA BANCOMER",71270438,345958,"CUAD-AVAYA"
"A11180427","BBVA BANCOMER",70199847,345958,"CUAD-AVAYA"
"A11180425","BBVA BANCOMER",70114630,345958,"CUAD-AVAYA"
"A11180426","BBVA BANCOMER",70114630,345958,"CUAD-AVAYA"
"A11180268","BBVA BANCOMER",70115680,345481,"CUAD-AVAYA"
"A11180266","BBVA BANCOMER",70115532,345481,"CUAD-AVAYA"
"A11180265","BBVA BANCOMER",70114737,345481,"CUAD-AVAYA"
"A11180263","BBVA BANCOMER",70114704,345481,"CUAD-AVAYA"
"A11180208","BBVA BANCOMER",71622925,345393,"CUAD-AVAYA"
"A11180160","BBVA BANCOMER",71452343,345052,"CUAD-AVAYA"
"A11180176","BBVA BANCOMER",71325127,345052,"CUAD-AVAYA"
"A11180166","BBVA BANCOMER",70115693,345052,"CUAD-AVAYA"
"A11180172","BBVA BANCOMER",70114684,345052,"CUAD-AVAYA"
"A11180168","BBVA BANCOMER",70115690,345052,"CUAD-AVAYA"
"A02191804","BBVA BANCOMER",71774571,345021,"CUAD-AVAYA"
