"folio","oa","emission","siteNumber","siteName","service","clientName"
"V0000000664",320349,"2018-05-25T21:07:37.000Z",70229799,"MIFEL_CORP_MASARYK_MPLS_RT01","CUAD-CISCO","BANCA MIFEL S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL"
"V0000000698",355326,"2019-02-02T01:14:26.000Z",71791939,"MODULO LA COMER PUEBLA TIENDA 422","CUAD-CISCO","BANCO MERCANTIL DEL NORTE, S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO B"
"V0000000723",357345,"2019-02-12T22:55:25.000Z",71793144,"MODULO FRESKO MIGUEL ANGEL DE QUEVEDO","CUAD-CISCO","BANCO MERCANTIL DEL NORTE, S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO B"
"A09191166",391374,"2019-09-23T05:00:00.000Z",71369751,"CUICUILCO","CUAD-AVAYA","KIDZANIA DE MEXICO, S.A. DE C.V."
"A09191164",391364,"2019-09-23T05:00:00.000Z",71369751,"CUICUILCO","CUAD-AVAYA","KIDZANIA DE MEXICO, S.A. DE C.V."
"A08191553",385997,"2019-08-16T05:00:00.000Z",71436627,"LIVERPOOL PUEBLA HERMANOS SERDAN","CUAD-AVAYA","SERVICIOS LIVERPOOL, S.A. DE C.V."
"A09180364",336988,"2018-09-06T05:00:00.000Z",70135998,"LALA GOMEZ PALACIO LA HUERTA","Por definir","LALA ADMINISTRACION Y CONTROL, S.A. DE C.V."
"A08190713",385089,"2019-08-08T05:00:00.000Z",70143307,"EMB DE CUAUTLA PLANTA CUAUTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190698",385078,"2019-08-08T05:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190707",385071,"2019-08-08T05:00:00.000Z",70143299,"EMB LAS MARGARITAS TULANCINGO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190704",385069,"2019-08-08T05:00:00.000Z",71462632,"MINIBODEGA IXTLAHUACO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190701",385067,"2019-08-08T05:00:00.000Z",71312251,"EMB LAS MARGARITAS ZACUALTIPAN II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190700",385066,"2019-08-08T05:00:00.000Z",71236175,"EMB LAS MARGARITAS SAHAGUN TEPEAPUL","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190692",385065,"2019-08-08T05:00:00.000Z",70143298,"EMB LAS MARGARITAS TIZAYUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190693",385061,"2019-08-08T05:00:00.000Z",70143304,"EMB LAS MARGARITAS IXMIQUILPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190697",385059,"2019-08-08T05:00:00.000Z",70143303,"EMB LAS MARGARITAS ACTOPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190676",385037,"2019-08-07T05:00:00.000Z",70143307,"EMB DE CUAUTLA PLANTA CUAUTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190672",385027,"2019-08-07T05:00:00.000Z",71594229,"SAN BARTOLO TUTOTEPEC","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190674",385022,"2019-08-07T05:00:00.000Z",70143305,"EMB LAS MARGARITAS TULA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190670",385008,"2019-08-07T05:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190662",385003,"2019-08-07T05:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-BROADSOFT","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190656",384966,"2019-08-07T05:00:00.000Z",71462120,"JOJUTLA II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A08190649",384946,"2019-08-07T05:00:00.000Z",71361758,"QUEBRANTADERO AXOCHIAPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192822",383340,"2019-07-22T05:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192440",383211,"2019-07-22T05:00:00.000Z",71462120,"JOJUTLA II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192412",383209,"2019-07-22T05:00:00.000Z",71462120,"JOJUTLA II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192388",383208,"2019-07-22T05:00:00.000Z",71361758,"QUEBRANTADERO AXOCHIAPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192396",383207,"2019-07-22T05:00:00.000Z",71462706,"MINIBODEGA AHUACATLAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192373",383205,"2019-07-22T05:00:00.000Z",71759779,"MINIBODEGA TETELA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192364",383204,"2019-07-22T05:00:00.000Z",71430006,"ZACATLAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192300",383167,"2019-07-19T05:00:00.000Z",71433858,"HUAUCHINANGO II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192261",383166,"2019-07-19T05:00:00.000Z",71594229,"SAN BARTOLO TUTOTEPEC","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192268",383164,"2019-07-19T05:00:00.000Z",70143299,"EMB LAS MARGARITAS TULANCINGO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192260",383160,"2019-07-19T05:00:00.000Z",71462632,"MINIBODEGA IXTLAHUACO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192299",383159,"2019-07-19T05:00:00.000Z",71312251,"EMB LAS MARGARITAS ZACUALTIPAN II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192321",383156,"2019-07-19T05:00:00.000Z",71236175,"EMB LAS MARGARITAS SAHAGUN TEPEAPUL","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192315",383155,"2019-07-19T05:00:00.000Z",70143305,"EMB LAS MARGARITAS TULA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192322",383154,"2019-07-19T05:00:00.000Z",70143298,"EMB LAS MARGARITAS TIZAYUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192319",383148,"2019-07-19T05:00:00.000Z",71305353,"CORP RICA SUCURSAL PROGRESO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192320",383147,"2019-07-19T05:00:00.000Z",70143304,"EMB LAS MARGARITAS IXMIQUILPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192236",383144,"2019-07-19T05:00:00.000Z",70143303,"EMB LAS MARGARITAS ACTOPAN","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A07192323",383139,"2019-07-19T05:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A05192191",372333,"2019-05-15T05:00:00.000Z",71462120,"JOJUTLA II","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A05191120",372236,"2019-05-07T05:00:00.000Z",71462632,"MINIBODEGA IXTLAHUACO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A05191122",372235,"2019-05-07T05:00:00.000Z",70143307,"EMB DE CUAUTLA PLANTA CUAUTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A05190994",372165,"2019-05-06T05:00:00.000Z",71321208,"EMB LAS MARGARITAS NUEVA URBANA CUAUTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A11190039",397296,"2019-11-01T06:00:00.000Z",71305353,"CORP RICA SUCURSAL PROGRESO","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A11190527",398157,"2019-11-11T06:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A12190205",400488,"2019-12-03T06:00:00.000Z",70143296,"EMB LAS MARGARITAS PLANTA PACHUCA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"A12190244",400605,"2019-12-03T06:00:00.000Z",70143307,"EMB DE CUAUTLA PLANTA CUAUTLA","CUAD-AVAYA","EMBOTELLADORA LAS MARGARITAS S A P I DE CV"
"V0000000717",355779,"2019-02-06T19:14:42.000Z",71641924,"NEWLAND","CUAD-BROADSOFT","SURTIDORA DE PELICULAS S.A. DE C.V."
"A03194346",363621,"2019-03-21T06:00:00.000Z",71572156,"MATEHUALA 2","CUAD-CISCO","OPERADORA ROMANO S.C."
"V0000000693",348656,"2018-12-06T16:17:08.000Z",71781292,"CUERNAVACA","CUAD-BROADSOFT","TE CREEMOS"
"A03193521",363171,"2019-03-15T06:00:00.000Z",71337037,"ATLATEC CORPORATIVO","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"A03193519",363161,"2019-03-15T06:00:00.000Z",70229381,"EARTJ TECH GARZA GARCIA NL","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"A03193441",362968,"2019-03-14T06:00:00.000Z",70229381,"EARTJ TECH GARZA GARCIA NL","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"A03191138",361914,"2019-03-06T06:00:00.000Z",70229381,"EARTJ TECH GARZA GARCIA NL","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"A02191235",358219,"2019-02-14T06:00:00.000Z",70229381,"EARTJ TECH GARZA GARCIA NL","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"V0000000721",356978,"2019-02-11T23:34:59.000Z",70229381,"EARTJ TECH GARZA GARCIA NL","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"V0000000746",358219,"2019-02-15T00:10:36.000Z",70229381,"EARTJ TECH GARZA GARCIA NL","CUAD-AVAYA","ATLATEC, S.A. DE C.V."
"A06171667",277546,"2017-06-21T05:00:00.000Z",71628773,"CORPORATIVO HERTZ EDIF AZUNA","Por definir","ALQUILADORA DE VEHICULOS AUTOMOTORES"
"A11180157",345331,"2018-11-02T06:00:00.000Z",71697865,"COYOACAN I","CUAD-CISCO","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V"
"A07130186",143500,"2013-07-18T05:00:00.000Z",70137381,"COYOACAN","CUAD-CISCO","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V"
"A06130155",141153,"2013-06-25T05:00:00.000Z",70137381,"COYOACAN","CUAD-CISCO","FINCOMUN,SERVICIOS FINANCIEROS COMUNITARIOS S.A DE C.V"
"A06171021",276116,"2017-06-12T05:00:00.000Z",70222149,"UNI TEC MATAMOROS EJIDO GUADALUPE CRT","CUAD-BROADSOFT","UNIVERSIDAD TECNOLOGICA DE MATAMOROS"
"A12160115",251355,"2016-12-06T06:00:00.000Z",71253047,"ZAGA MEX TLALNEPANTLA","Por definir","SERVITE, S.A. DE C.V."
"A12140323",185911,"2014-12-16T06:00:00.000Z",71366886,"FIANZAS DORAMA LEIBNITZ","CUAD-CISCO","FIANZAS DORAMA, S. A."
"A01201031",409004,"2020-01-27T00:00:00.000Z",70114322,"243 SANTA CLARA","CUAD-AVAYA","BBVA BANCOMER"
"A01201035",409004,"2020-01-27T00:00:00.000Z",70114413,"343 SALVATIERRA HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A01201070",409057,"2020-01-28T00:00:00.000Z",70114522,"465 QUERETARO ZARAGOZA","CUAD-AVAYA","BBVA BANCOMER"
"A01201082",409057,"2020-01-28T00:00:00.000Z",71788367,"1399 PASEO QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A01201007",408984,"2020-01-27T00:00:00.000Z",71390116,"1822 EMPRESAS SAN ANGEL","CUAD-AVAYA","BBVA BANCOMER"
"A01201020",408990,"2020-01-27T00:00:00.000Z",71437016,"2194 BH POLANCO","CUAD-AVAYA","BBVA BANCOMER"
"A01201016",408990,"2020-01-27T00:00:00.000Z",71241097,"2308 HIPOTECARIA  TOLUCA","CUAD-AVAYA","BBVA BANCOMER"
"A01201011",408984,"2020-01-27T00:00:00.000Z",71797814,"2309 HIPOTECARIA GUADALAJARA","CUAD-AVAYA","BBVA BANCOMER"
"A01201005",408984,"2020-01-27T00:00:00.000Z",71351117,"2327 HN ZAPOPAN","CUAD-AVAYA","BBVA BANCOMER"
"A01201018",408990,"2020-01-27T00:00:00.000Z",71241177,"2330 HIPOTECARIA QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A01201044",409004,"2020-01-27T00:00:00.000Z",71241177,"2330 HIPOTECARIA QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A01201024",408990,"2020-01-27T00:00:00.000Z",71819894,"2331 HIPOTECARIA AGUASCALIENTES-0","CUAD-AVAYA","BBVA BANCOMER"
"A01201049",409004,"2020-01-27T00:00:00.000Z",71819894,"2331 HIPOTECARIA AGUASCALIENTES-0","CUAD-AVAYA","BBVA BANCOMER"
"A01201021",408990,"2020-01-27T00:00:00.000Z",71622588,"2332 HIPOTECARIA SAN LUIS POTOSI","CUAD-AVAYA","BBVA BANCOMER"
"A01201004",408984,"2020-01-27T00:00:00.000Z",71241183,"2335 H NACIONAL PZA ZACATECAS  ZAC","CUAD-AVAYA","BBVA BANCOMER"
"A01201001",408984,"2020-01-27T00:00:00.000Z",71241161,"2336 H NAL PZA IRAPUATO","CUAD-AVAYA","BBVA BANCOMER"
"A01201040",409004,"2020-01-27T00:00:00.000Z",71241161,"2336 H NAL PZA IRAPUATO","CUAD-AVAYA","BBVA BANCOMER"
"A01201042",409004,"2020-01-27T00:00:00.000Z",71241161,"2336 H NAL PZA IRAPUATO","CUAD-AVAYA","BBVA BANCOMER"
"A01201039",409004,"2020-01-27T00:00:00.000Z",70145748,"2393 HIPOTECARIA PACHUCA","CUAD-AVAYA","BBVA BANCOMER"
"A01201046",409004,"2020-01-27T00:00:00.000Z",71451013,"3531 XALOXTOC","CUAD-AVAYA","BBVA BANCOMER"
"A01200998",408984,"2020-01-27T00:00:00.000Z",70122036,"4105 TLALNEPANTLA","CUAD-AVAYA","BBVA BANCOMER"
"A01201072",409057,"2020-01-28T00:00:00.000Z",70115155,"4182 QUERETARO ABASTOS","CUAD-AVAYA","BBVA BANCOMER"
"A01201076",409057,"2020-01-28T00:00:00.000Z",71436281,"4741 PLAZA ALTACIA","CUAD-AVAYA","BBVA BANCOMER"
"A01201078",409057,"2020-01-28T00:00:00.000Z",71441122,"4787 CITADELLA","CUAD-AVAYA","BBVA BANCOMER"
"A01201048",409004,"2020-01-27T00:00:00.000Z",71468731,"5242 BOSQUES DEL VALLE","CUAD-AVAYA","BBVA BANCOMER"
"A01201010",408984,"2020-01-27T00:00:00.000Z",71630676,"6520 CHICONTEPEC","CUAD-AVAYA","BBVA BANCOMER"
"A01201081",409057,"2020-01-28T00:00:00.000Z",71622587,"6529 CD VALLES HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A01201036",409004,"2020-01-27T00:00:00.000Z",70115360,"6640 MINATITLAN HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A01201074",409057,"2020-01-28T00:00:00.000Z",70115374,"6652 LEON ARBIDE","CUAD-AVAYA","BBVA BANCOMER"
"A01201087",409066,"2020-01-28T00:00:00.000Z",70114166,"24 XOCONGO","CUAD-AVAYA","BBVA BANCOMER"
"A01201096",409066,"2020-01-28T00:00:00.000Z",71463936,"43 PLAZA ORIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A01201090",409066,"2020-01-28T00:00:00.000Z",70114207,"71 FELIX CUEVAS SAN FRANCISCO","CUAD-AVAYA","BBVA BANCOMER"
"A01201092",409066,"2020-01-28T00:00:00.000Z",70114237,"116 PLAZA OBSERVATORIO","CUAD-AVAYA","BBVA BANCOMER"
"A01201098",409066,"2020-01-28T00:00:00.000Z",71547514,"3424 BELLAS ARTES JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A01201086",409066,"2020-01-28T00:00:00.000Z",70033136,"5074 PARQUE DELTA","CUAD-AVAYA","BBVA BANCOMER"
"A01201094",409066,"2020-01-28T00:00:00.000Z",70114672,"3555 DIVISION VERTIZ","CUAD-AVAYA","BBVA BANCOMER"
"A01201120",409122,"2020-01-28T00:00:00.000Z",70115132,"3465 POLANCO","CUAD-AVAYA","BBVA BANCOMER"
"A01201124",409122,"2020-01-28T00:00:00.000Z",70115134,"3468 LINDAVISTA MONTEVIDEO","CUAD-AVAYA","BBVA BANCOMER"
"A01201119",409122,"2020-01-28T00:00:00.000Z",70114625,"3536 DF LOMAS DE BEZARES","CUAD-AVAYA","BBVA BANCOMER"
"A01201128",409122,"2020-01-28T00:00:00.000Z",71673293,"3629 COMERCIAL MEXICANA ARAGON","CUAD-AVAYA","BBVA BANCOMER"
"A01201126",409122,"2020-01-28T00:00:00.000Z",71236257,"5075 AMECAMECA","CUAD-AVAYA","BBVA BANCOMER"
"A01201129",409126,"2020-01-28T00:00:00.000Z",71670189,"5711 TEZIUTLAN CATEDRAL","CUAD-AVAYA","BBVA BANCOMER"
"A01201215",409468,"2020-01-30T00:00:00.000Z",71840032,"1660 MODULO JATCO NISSAN","CUAD-AVAYA","BBVA BANCOMER"
"A01201216",409468,"2020-01-30T00:00:00.000Z",71840032,"1660 MODULO JATCO NISSAN","CUAD-AVAYA","BBVA BANCOMER"
"A01201206",409457,"2020-01-30T00:00:00.000Z",71747442,"5609 HUACHINANGO","CUAD-AVAYA","BBVA BANCOMER"
"A01201243",409573,"2020-01-31T00:00:00.000Z",70115363,"5900 VERACRUZ PLAZA CRYSTAL","CUAD-AVAYA","BBVA BANCOMER"
"A02200229",410317,"2020-02-10T00:00:00.000Z",70114494,"432 LEON ESTADIO","CUAD-AVAYA","BBVA BANCOMER"
"A02200162",410249,"2020-02-07T00:00:00.000Z",71833885,"1868 CORNER PUERTO VALLARTA","CUAD-AVAYA","BBVA BANCOMER"
"A02200231",410334,"2020-02-10T00:00:00.000Z",70122090,"5685 OAXACA OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A02200390",410886,"2020-02-15T00:00:00.000Z",70115556,"6560 TEJUPILCO","CUAD-AVAYA","BBVA BANCOMER"
"A02200613",411363,"2020-02-19T00:00:00.000Z",70114303,"223 MONTERREY TEC","CUAD-AVAYA","BBVA BANCOMER"
"A02200630",411371,"2020-02-19T00:00:00.000Z",71374920,"1844  EMPRESAS Y GOBIERNO TEPATITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A02200652",411399,"2020-02-19T00:00:00.000Z",71797814,"2309 HIPOTECARIA GUADALAJARA","CUAD-AVAYA","BBVA BANCOMER"
"A02200650",411399,"2020-02-19T00:00:00.000Z",71332136,"2320 HN PUERTO VALLARTA","CUAD-AVAYA","BBVA BANCOMER"
"A02200646",411399,"2020-02-19T00:00:00.000Z",71241173,"2321 HIPOTECARIA MORELIA","CUAD-AVAYA","BBVA BANCOMER"
"A02200648",411399,"2020-02-19T00:00:00.000Z",71297046,"2322 SUC HN MANZANILLO","CUAD-AVAYA","BBVA BANCOMER"
"A02200633",411371,"2020-02-19T00:00:00.000Z",71561000,"2352 HIPOTECARIA CHIHUAHUA","CUAD-AVAYA","BBVA BANCOMER"
"A02200632",411371,"2020-02-19T00:00:00.000Z",71379813,"2353 CENTRO HIPOTECARIO CD JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A02200626",411371,"2020-02-19T00:00:00.000Z",71241258,"2357 H NAL PZA LOS MOCHIS","CUAD-AVAYA","BBVA BANCOMER"
"A02200628",411371,"2020-02-19T00:00:00.000Z",71332271,"2361 HN LA PAZ BCS","CUAD-AVAYA","BBVA BANCOMER"
"A02200620",411363,"2020-02-19T00:00:00.000Z",71559918,"2391 HIPOTECARIA HERMOSILLO","CUAD-AVAYA","BBVA BANCOMER"
"A02200615",411363,"2020-02-19T00:00:00.000Z",70115189,"4428 COMALCALCO CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A02200619",411363,"2020-02-19T00:00:00.000Z",71238339,"5089 CANCUN RIVIERA","CUAD-AVAYA","BBVA BANCOMER"
"A02200621",411363,"2020-02-19T00:00:00.000Z",71643581,"5397 TONALA CHIAPAS","CUAD-AVAYA","BBVA BANCOMER"
"A02200617",411363,"2020-02-19T00:00:00.000Z",70115424,"5950 VALLADOLID CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A02200644",411399,"2020-02-19T00:00:00.000Z",70115424,"5950 VALLADOLID CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A02200635",411371,"2020-02-19T00:00:00.000Z",71700569,"6566 OCOYOACAC","CUAD-AVAYA","BBVA BANCOMER"
"-",,"2012-11-05T17:22:43.000Z",70114436,"367 LAS AGUILAS PERIFERICO","CUAD-CISCO","BBVA BANCOMER"
"A12170676",297802,"2019-08-06T00:00:00.000Z",70114255,"136 TLALNEPANTLA LAS ARMAS ROSARIO","CUAD-AVAYA","BBVA BANCOMER"
"A08190351",316199,"2019-08-07T00:00:00.000Z",70114267,"149 ECATEPEC VENTA DE CARPIO","CUAD-AVAYA","BBVA BANCOMER"
"A08190352",316199,"2019-08-07T00:00:00.000Z",70114281,"190 VALLEJO PROGRESO","CUAD-AVAYA","BBVA BANCOMER"
"A12170679",297802,"2019-08-06T00:00:00.000Z",70114285,"202 GARZA GARCIA VALLE ROSARIO","CUAD-AVAYA","BBVA BANCOMER"
"A12170375",297606,"2019-08-06T00:00:00.000Z",70114300,"220 MONTERREY PINO SUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A12170380",297606,"2019-08-06T00:00:00.000Z",70114330,"252 TORREON REFORMA","CUAD-AVAYA","BBVA BANCOMER"
"A08190398",317177,"2019-08-07T00:00:00.000Z",70114331,"253 GOMEZ PALACIO INDUSTRIAL","CUAD-AVAYA","BBVA BANCOMER"
"A11170497",295043,"2019-08-06T00:00:00.000Z",71450816,"268 MTY VALLE DE SANTA CECILIA","CUAD-AVAYA","BBVA BANCOMER"
"A12171918",298864,"2019-08-06T00:00:00.000Z",70114355,"280 LEGARIA LAGO","CUAD-AVAYA","BBVA BANCOMER"
"A08190399",317177,"2019-08-07T00:00:00.000Z",70114356,"281 GOMEZ PALACIO ROSAS","CUAD-AVAYA","BBVA BANCOMER"
"A08190365",316303,"2019-08-07T00:00:00.000Z",70114365,"291 GUADALUPE RUIZ CORTINES OTE","CUAD-AVAYA","BBVA BANCOMER"
"A12172266",299481,"2019-08-06T00:00:00.000Z",70114394,"323 GUANAJUATO NEJAYOTE","CUAD-AVAYA","BBVA BANCOMER"
"A12172286",299481,"2019-08-06T00:00:00.000Z",70114396,"325 SAN FRANCISCO DEL RINCON CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A08190381",316361,"2019-08-07T00:00:00.000Z",71716542,"336 SAN LUIS POTOSI SALVADOR NAVA","CUAD-AVAYA","BBVA BANCOMER"
"A12172283",299493,"2019-08-06T00:00:00.000Z",70114458,"388 MONCLOVA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A12172298",299493,"2019-08-06T00:00:00.000Z",70114493,"431 LEON JARDINES","CUAD-AVAYA","BBVA BANCOMER"
"A12170376",297614,"2019-08-06T00:00:00.000Z",70114504,"444 GUADALAJARA ALAMO INDUSTRIAL","CUAD-AVAYA","BBVA BANCOMER"
"A12171654",298751,"2019-08-06T00:00:00.000Z",70114522,"465 QUERETARO ZARAGOZA","CUAD-AVAYA","BBVA BANCOMER"
"A12171689",298751,"2019-08-06T00:00:00.000Z",70114537,"485 SN JUAN DEL RIO ZONA INDUSTRIAL","CUAD-AVAYA","BBVA BANCOMER"
"A12171690",298754,"2019-08-06T00:00:00.000Z",70115485,"503 PUEBLA HUMBOLDT","CUAD-AVAYA","BBVA BANCOMER"
"A12171692",298754,"2019-08-06T00:00:00.000Z",70115494,"505 PUEBLA ESMERALDA","CUAD-AVAYA","BBVA BANCOMER"
"A12171745",298756,"2019-08-06T00:00:00.000Z",70115614,"528 HUEJOTZINGO PLAZA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A12171778",298756,"2019-08-06T00:00:00.000Z",70115630,"538 HUAMANTLA JUAREZ NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A08190309",302540,"2019-08-06T00:00:00.000Z",70115651,"551 COATZACOALCOS ZARAGOZA","CUAD-AVAYA","BBVA BANCOMER"
"A08190340",316191,"2019-08-07T00:00:00.000Z",70115735,"583 ACAPULCO COSTA AZUL","CUAD-AVAYA","BBVA BANCOMER"
"A12172397",299723,"2019-08-06T00:00:00.000Z",70115738,"586 COATZACOALCOS LAS PALMAS","CUAD-AVAYA","BBVA BANCOMER"
"A08190334",316183,"2019-08-07T00:00:00.000Z",70115748,"598 SAN ANDRES TUXTLA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A12173792",300368,"2019-08-06T00:00:00.000Z",70115754,"606 TIJUANA MESA DE OTAY","CUAD-AVAYA","BBVA BANCOMER"
"A12171715",298754,"2019-08-06T00:00:00.000Z",70115498,"507 PUEBLA 43 ORIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A12173782",300368,"2019-08-06T00:00:00.000Z",70114546,"612 MAZATLAN JUAN CARRASCO","CUAD-AVAYA","BBVA BANCOMER"
"A12170385",297614,"2019-08-06T00:00:00.000Z",70114565,"613 TIJUANA CIMARRON","CUAD-AVAYA","BBVA BANCOMER"
"A12173799",300368,"2019-08-06T00:00:00.000Z",70144508,"618 TIJUANA FUNDADORES","CUAD-AVAYA","BBVA BANCOMER"
"A12173801",300368,"2019-08-06T00:00:00.000Z",71465287,"631 MEXICALI BOULEVARES","CUAD-AVAYA","BBVA BANCOMER"
"A12170390",297614,"2019-08-06T00:00:00.000Z",70114619,"634 ENSENADA BLANCARTE","CUAD-AVAYA","BBVA BANCOMER"
"A11171859",297223,"2019-08-06T00:00:00.000Z",70114624,"636 MEXICALI LAZARO CARDENAS","CUAD-AVAYA","BBVA BANCOMER"
"A08190312",314882,"2019-08-06T00:00:00.000Z",70114689,"665 CULIACAN ROSALES","CUAD-AVAYA","BBVA BANCOMER"
"A11171884",297223,"2019-08-06T00:00:00.000Z",70114710,"670 JUSTO SIERRA","CUAD-AVAYA","BBVA BANCOMER"
"A12171755",298758,"2019-08-06T00:00:00.000Z",70114732,"679 ROSARITO OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A12171773",298758,"2019-08-06T00:00:00.000Z",70114735,"689 ZAPOPAN PATRIA LA ESTANCIA","CUAD-AVAYA","BBVA BANCOMER"
