"folio","oa","emission","siteNumber","siteName","service","clientName"
"A04196011",370333,"2019-04-17T05:00:00.000Z",70114558,"3507 C COM SAN JERONIMO","CUAD-AVAYA","BBVA BANCOMER"
"A04195886",369545,"2019-04-15T05:00:00.000Z",70114613,"3533 SAN JOSE INSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A04195885",369545,"2019-04-15T05:00:00.000Z",70114923,"1236 QUITUPAN","CUAD-AVAYA","BBVA BANCOMER"
"A04195888",369545,"2019-04-15T05:00:00.000Z",70115035,"1292 SAN CRISTOBAL","CUAD-AVAYA","BBVA BANCOMER"
"A04195840",369272,"2019-04-12T05:00:00.000Z",71780256,"3088 PYME VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A04195838",369272,"2019-04-12T05:00:00.000Z",70115739,"587 AMECA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A04195839",369272,"2019-04-12T05:00:00.000Z",70115196,"1093 CULIACAN BLVD MADERO","CUAD-AVAYA","BBVA BANCOMER"
"A04195835",369272,"2019-04-12T05:00:00.000Z",70114856,"925 SITE BUENAVISTA","CUAD-AVAYA","BBVA BANCOMER"
"A04195832",369272,"2019-04-12T05:00:00.000Z",70114651,"924 SITE TLAHUAC","CUAD-AVAYA","BBVA BANCOMER"
"A04195833",369272,"2019-04-12T05:00:00.000Z",70114495,"433 LEON CAMPESTRE","CUAD-AVAYA","BBVA BANCOMER"
"A04195831",369272,"2019-04-12T05:00:00.000Z",70114322,"243 SANTA CLARA","CUAD-AVAYA","BBVA BANCOMER"
"A04195808",369193,"2019-04-12T05:00:00.000Z",71305855,"1821 BANCA DE EMPRESAS PALMAS","CUAD-AVAYA","BBVA BANCOMER"
"A04195671",368336,"2019-04-10T05:00:00.000Z",71353008,"2362 HN CABO SAN LUCAS","CUAD-AVAYA","BBVA BANCOMER"
"A04195664",368313,"2019-04-10T05:00:00.000Z",71325893,"6600 B MODULO ADUANA GARITA OTAY","CUAD-AVAYA","BBVA BANCOMER"
"A04195473",368281,"2019-04-09T05:00:00.000Z",71414599,"6348 PATRIMONIAL DURANGO","CUAD-AVAYA","BBVA BANCOMER"
"A04195468",368281,"2019-04-09T05:00:00.000Z",70122130,"6384  PATRIMONIAL AGUASCALIENTES","CUAD-AVAYA","BBVA BANCOMER"
"A04195471",368281,"2019-04-09T05:00:00.000Z",71397789,"6383 PATRIMONIAL CUERNVACA","CUAD-AVAYA","BBVA BANCOMER"
"A04195292",368244,"2019-04-09T05:00:00.000Z",70114788,"3775 MONTERREY GUADALUPE EXPO","CUAD-AVAYA","BBVA BANCOMER"
"A04195499",368225,"2019-04-09T05:00:00.000Z",70114595,"3524  CORUNA TLALPAN","CUAD-AVAYA","BBVA BANCOMER"
"A04195251",368174,"2019-04-09T05:00:00.000Z",70114595,"3524  CORUNA TLALPAN","CUAD-AVAYA","BBVA BANCOMER"
"A04195227",368146,"2019-04-09T05:00:00.000Z",71549070,"3500 SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A04195593",368098,"2019-04-08T05:00:00.000Z",70114293,"211 MONTERREY PADRE MIER","CUAD-AVAYA","BBVA BANCOMER"
"A04195384",368039,"2019-04-08T05:00:00.000Z",70115087,"3438  VILLA CONSULADO","CUAD-AVAYA","BBVA BANCOMER"
"A04195597",368035,"2019-04-08T05:00:00.000Z",71618873,"2573 BENITO JUAREZ 1","CUAD-AVAYA","BBVA BANCOMER"
"A04195509",368029,"2019-04-08T05:00:00.000Z",71575941,"2062 DIVISION HIPOTECARIO PROMOTOR BAJIO","CUAD-AVAYA","BBVA BANCOMER"
"A04195345",368028,"2019-04-08T05:00:00.000Z",71453601,"1830 EMPRESAS HERMOSILLO","CUAD-AVAYA","BBVA BANCOMER"
"A04195653",368027,"2019-04-08T05:00:00.000Z",71579846,"1807 BEYG CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A04195098",368013,"2019-04-08T05:00:00.000Z",70114198,"61 MATIAS ROMERO","CUAD-AVAYA","BBVA BANCOMER"
"A04194899",367835,"2019-04-05T06:00:00.000Z",71235421,"461 AGUASCALIENTES PULGAS PANDAS","CUAD-AVAYA","BBVA BANCOMER"
"A04194851",367783,"2019-04-05T06:00:00.000Z",71414139,"6341 PATRIMONIAL SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A04194931",367748,"2019-04-05T06:00:00.000Z",71453601,"1830 EMPRESAS HERMOSILLO","CUAD-AVAYA","BBVA BANCOMER"
"A04194930",367748,"2019-04-05T06:00:00.000Z",70115145,"3476 TLALPAN HUIPULCO","CUAD-AVAYA","BBVA BANCOMER"
"A04194926",367748,"2019-04-05T06:00:00.000Z",71437016,"2194 BH POLANCO","CUAD-AVAYA","BBVA BANCOMER"
"A04194929",367748,"2019-04-05T06:00:00.000Z",70115125,"3458 COYOACAN CENTENARIO","CUAD-AVAYA","BBVA BANCOMER"
"A04194903",367748,"2019-04-05T06:00:00.000Z",70115087,"3438  VILLA CONSULADO","CUAD-AVAYA","BBVA BANCOMER"
"A04194867",367748,"2019-04-05T06:00:00.000Z",70114788,"3775 MONTERREY GUADALUPE EXPO","CUAD-AVAYA","BBVA BANCOMER"
"A04194916",367739,"2019-04-05T06:00:00.000Z",71414609,"6392 PATRIMONIAL HERMOSILLO","CUAD-AVAYA","BBVA BANCOMER"
"A04194914",367739,"2019-04-05T06:00:00.000Z",70122036,"4105 TLALNEPANTLA","CUAD-AVAYA","BBVA BANCOMER"
"A04194921",367739,"2019-04-05T06:00:00.000Z",70119011,"4129 VALLEJO PONIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A04194894",367739,"2019-04-05T06:00:00.000Z",70115608,"5500 NSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A04194877",367739,"2019-04-05T06:00:00.000Z",70115566,"5771 SLP GLORIETA","CUAD-AVAYA","BBVA BANCOMER"
"A04194883",367738,"2019-04-05T06:00:00.000Z",70114299,"219 SAN NICOLAS UNIVERSIDAD NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A04194893",367691,"2019-04-05T06:00:00.000Z",70115368,"2229 BEYG BAJIO","CUAD-AVAYA","BBVA BANCOMER"
"A04194906",367691,"2019-04-05T06:00:00.000Z",71390116,"1822 EMPRESAS SAN ANGEL","CUAD-AVAYA","BBVA BANCOMER"
"A04194855",367651,"2019-04-05T06:00:00.000Z",71618873,"2573 BENITO JUAREZ 1","CUAD-AVAYA","BBVA BANCOMER"
"A04194848",367651,"2019-04-05T06:00:00.000Z",71549070,"3500 SATELITE","CUAD-AVAYA","BBVA BANCOMER"
"A04194836",367651,"2019-04-05T06:00:00.000Z",70115146,"3478 INGUARAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194826",367651,"2019-04-05T06:00:00.000Z",70114595,"3524  CORUNA TLALPAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194913",367645,"2019-04-05T06:00:00.000Z",71434348,"1825 EMPRESAS INGUARAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194896",367645,"2019-04-05T06:00:00.000Z",71241257,"2425  DIVISIONAL NOROESTE","CUAD-AVAYA","BBVA BANCOMER"
"A04194881",367645,"2019-04-05T06:00:00.000Z",70115019,"1281 INSURGENTES CR","CUAD-AVAYA","BBVA BANCOMER"
"A04194862",367645,"2019-04-05T06:00:00.000Z",70114865,"1001 PLAZA DEL SOL","CUAD-AVAYA","BBVA BANCOMER"
"A04194910",367542,"2019-04-05T06:00:00.000Z",71463396,"764 AUTOSERVICIO JARDINES DE TULTITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194889",367542,"2019-04-05T06:00:00.000Z",71444746,"829 EMPRESAS AGUASCALIENTES","CUAD-AVAYA","BBVA BANCOMER"
"A04194875",367542,"2019-04-05T06:00:00.000Z",70114583,"621 LA PAZ MALECON","CUAD-AVAYA","BBVA BANCOMER"
"A04194900",367494,"2019-04-05T06:00:00.000Z",71417529,"6400 PATRIMONIAL VALLE","CUAD-AVAYA","BBVA BANCOMER"
"A04194904",367494,"2019-04-05T06:00:00.000Z",71424266,"6403 PATRIMONIAL TIJUANA","CUAD-AVAYA","BBVA BANCOMER"
"A04194923",367494,"2019-04-05T06:00:00.000Z",71578111,"6404 PATRIMONIAL CD JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A04194853",367494,"2019-04-05T06:00:00.000Z",71397790,"6405 PATRIMONIAL LEON","CUAD-AVAYA","BBVA BANCOMER"
"A04194876",367494,"2019-04-05T06:00:00.000Z",71406650,"6398 PATRIMONIAL ACOXPA PLAZA AMERICAS","CUAD-AVAYA","BBVA BANCOMER"
"A04194925",367491,"2019-04-05T06:00:00.000Z",71562028,"6387 PATRIMONIAL TEPATITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194864",367491,"2019-04-05T06:00:00.000Z",71310416,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A04194884",367491,"2019-04-05T06:00:00.000Z",71406649,"6393 PATRIMONIAL PLAZA FORUM BUENAVISTA","CUAD-AVAYA","BBVA BANCOMER"
"A04194907",367491,"2019-04-05T06:00:00.000Z",71441342,"6391 PATRIMONIAL SAN LUIS POTOSI","CUAD-AVAYA","BBVA BANCOMER"
"A04194892",367491,"2019-04-05T06:00:00.000Z",71433272,"6390 PATRIMONIAL QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A04194869",367489,"2019-04-05T06:00:00.000Z",71414651,"6375 PATRIMONIAL  MAZATLAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194887",367489,"2019-04-05T06:00:00.000Z",71441417,"6369 PATRIMONIAL URUAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A04194890",367489,"2019-04-05T06:00:00.000Z",71465476,"6372 PATRIMONIAL MOROLEON","CUAD-AVAYA","BBVA BANCOMER"
"A04194865",367489,"2019-04-05T06:00:00.000Z",71406652,"6367 PATRIMONIAL PUEBLA","CUAD-AVAYA","BBVA BANCOMER"
"A04194849",367489,"2019-04-05T06:00:00.000Z",71337190,"6379 PATRIMONIAL LILAS","CUAD-AVAYA","BBVA BANCOMER"
"A04194924",367486,"2019-04-05T06:00:00.000Z",71444791,"6353 PATRIMONIAL COATZACOALCOS","CUAD-AVAYA","BBVA BANCOMER"
"A04194874",367486,"2019-04-05T06:00:00.000Z",71372564,"6357 PATRIMONIAL SAN JOSE INSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A04194901",367486,"2019-04-05T06:00:00.000Z",71414597,"6358 PATRIMONIAL INTERLOMAS","CUAD-AVAYA","BBVA BANCOMER"
"A04194872",367486,"2019-04-05T06:00:00.000Z",71397787,"6359 PATRIMONIAL ACAPULCO","CUAD-AVAYA","BBVA BANCOMER"
"A04194902",367486,"2019-04-05T06:00:00.000Z",71442945,"6355 PATRIMONIAL XALAPA","CUAD-AVAYA","BBVA BANCOMER"
"A04194833",367484,"2019-04-05T06:00:00.000Z",71452133,"6337 PATRIMONIAL CD OBREGON","CUAD-AVAYA","BBVA BANCOMER"
"A04194668",367484,"2019-04-05T06:00:00.000Z",71369210,"6349 PATRIMONIAL OAXACA","CUAD-AVAYA","BBVA BANCOMER"
"A04194825",367484,"2019-04-05T06:00:00.000Z",71444793,"6345 PATRIMONIAL ZACATECAS","CUAD-AVAYA","BBVA BANCOMER"
"A04194727",367484,"2019-04-05T06:00:00.000Z",70224949,"6343 BANCA PATRIMONIAL PEDREGAL","CUAD-AVAYA","BBVA BANCOMER"
"A04194837",367484,"2019-04-05T06:00:00.000Z",71454169,"6351 PATRIMONIAL CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A04191277",367422,"2019-04-04T06:00:00.000Z",71420134,"7710 GOBIERNO QUINTANA ROO EMPRESAS CHETUMAL","CUAD-AVAYA","BBVA BANCOMER"
"A04191329",367422,"2019-04-04T06:00:00.000Z",71434529,"6368 PATRIMONIAL ZAMORA","CUAD-AVAYA","BBVA BANCOMER"
"A04191267",367422,"2019-04-04T06:00:00.000Z",71406651,"6371 PATRIMONIAL CONTRY","CUAD-AVAYA","BBVA BANCOMER"
"A04191377",367422,"2019-04-04T06:00:00.000Z",71434529,"6368 PATRIMONIAL ZAMORA","CUAD-AVAYA","BBVA BANCOMER"
"A04191223",367422,"2019-04-04T06:00:00.000Z",71348840,"6350 PATRIMONIAL TUXTLA GUTIERREZ","CUAD-AVAYA","BBVA BANCOMER"
"A04191235",367422,"2019-04-04T06:00:00.000Z",71406651,"6371 PATRIMONIAL CONTRY","CUAD-AVAYA","BBVA BANCOMER"
"A04191161",367406,"2019-04-04T06:00:00.000Z",70115515,"6774 LAZARO CARDENAS FRANCISCO MINA","CUAD-AVAYA","BBVA BANCOMER"
"A04191182",367406,"2019-04-04T06:00:00.000Z",71270438,"2048 HIPOTECARIA PUEBLA","CUAD-AVAYA","BBVA BANCOMER"
"A04191305",367338,"2019-04-04T06:00:00.000Z",70114626,"637  ENSENADA OFICINA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A04191224",367338,"2019-04-04T06:00:00.000Z",70114334,"257 PLAZA MIRAMONTES","CUAD-AVAYA","BBVA BANCOMER"
"A04191249",367338,"2019-04-04T06:00:00.000Z",70114403,"333 LEON PINO SUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A04191212",367338,"2019-04-04T06:00:00.000Z",70114303,"223 MONTERREY TEC","CUAD-AVAYA","BBVA BANCOMER"
"A04191225",367335,"2019-04-04T06:00:00.000Z",71379563,"1846  EMPRESAS TOLUCA LERMA","CUAD-AVAYA","BBVA BANCOMER"
"A04191221",367335,"2019-04-04T06:00:00.000Z",70115384,"5918 CORDOBA AVENIDA 3","CUAD-AVAYA","BBVA BANCOMER"
"A04191178",367335,"2019-04-04T06:00:00.000Z",70114294,"212 GARZA GARCIA VALLE ORIENTE","CUAD-AVAYA","BBVA BANCOMER"
"A04191155",367335,"2019-04-04T06:00:00.000Z",70114277,"184 TLALNEPANTLA VALLE DORADO","CUAD-AVAYA","BBVA BANCOMER"
"A04190609",366804,"2019-04-03T06:00:00.000Z",71241173,"2321 HIPOTECARIA MORELIA","CUAD-AVAYA","BBVA BANCOMER"
"A04190575",366734,"2019-04-02T06:00:00.000Z",70114434,"365 PABELLON BOSQUES","CUAD-AVAYA","BBVA BANCOMER"
"A04190548",366721,"2019-04-02T06:00:00.000Z",71441418,"6389 PATRIMONIAL MORELIA","CUAD-AVAYA","BBVA BANCOMER"
"A04190545",366721,"2019-04-02T06:00:00.000Z",71424266,"6403 PATRIMONIAL TIJUANA","CUAD-AVAYA","BBVA BANCOMER"
"A04190501",366702,"2019-04-02T06:00:00.000Z",71354496,"6643 LAS CHOAPAS PARQUE JUAREZ","CUAD-AVAYA","BBVA BANCOMER"
"A04190567",366693,"2019-04-02T06:00:00.000Z",70115132,"3465 POLANCO","CUAD-AVAYA","BBVA BANCOMER"
"A04190446",366615,"2019-04-02T06:00:00.000Z",70115452,"5994 TORREON OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A03195264",366352,"2019-03-29T06:00:00.000Z",71249502,"3454 PORTALES CARRANZA","CUAD-AVAYA","BBVA BANCOMER"
"A03195261",366342,"2019-03-29T06:00:00.000Z",71454169,"6351 PATRIMONIAL CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A03195255",366342,"2019-03-29T06:00:00.000Z",71444791,"6353 PATRIMONIAL COATZACOALCOS","CUAD-AVAYA","BBVA BANCOMER"
"A03195266",366342,"2019-03-29T06:00:00.000Z",71444793,"6345 PATRIMONIAL ZACATECAS","CUAD-AVAYA","BBVA BANCOMER"
"A03195254",366342,"2019-03-29T06:00:00.000Z",71442945,"6355 PATRIMONIAL XALAPA","CUAD-AVAYA","BBVA BANCOMER"
"A03195236",366330,"2019-03-29T06:00:00.000Z",71622588,"2332 HIPOTECARIA SAN LUIS POTOSI","CUAD-AVAYA","BBVA BANCOMER"
"A03195233",366330,"2019-03-29T06:00:00.000Z",70114569,"3517 PERISUR JARDINES","CUAD-AVAYA","BBVA BANCOMER"
"A03195256",366323,"2019-03-29T06:00:00.000Z",70114141,"4 NAUCALPAN PERIFERICO","CUAD-AVAYA","BBVA BANCOMER"
"A03195258",366323,"2019-03-29T06:00:00.000Z",70115368,"2229 BEYG BAJIO","CUAD-AVAYA","BBVA BANCOMER"
"A03195054",366028,"2019-03-28T06:00:00.000Z",71372564,"6357 PATRIMONIAL SAN JOSE INSURGENTES","CUAD-AVAYA","BBVA BANCOMER"
"A03195052",366028,"2019-03-28T06:00:00.000Z",70114198,"61 MATIAS ROMERO","CUAD-AVAYA","BBVA BANCOMER"
"A03195053",366028,"2019-03-28T06:00:00.000Z",71337190,"6379 PATRIMONIAL LILAS","CUAD-AVAYA","BBVA BANCOMER"
"A03195000",365998,"2019-03-28T06:00:00.000Z",71795670,"F1297 PATIO GUAYMAS","CUAD-AVAYA","BBVA BANCOMER"
"A03195017",365998,"2019-03-28T06:00:00.000Z",71795675,"F1302 GRAN PATIO TUXPAN","CUAD-AVAYA","BBVA BANCOMER"
"A03195007",365998,"2019-03-28T06:00:00.000Z",71795664,"F1296 PATIO AGUASCALIENTES","CUAD-AVAYA","BBVA BANCOMER"
"A03195023",365987,"2019-03-28T06:00:00.000Z",71781651,"SITE 1455 SENDERO PERIFERICO REYNOSA","CUAD-AVAYA","BBVA BANCOMER"
"A03195025",365987,"2019-03-28T06:00:00.000Z",71781655,"SITE 1456 SENDERO APODACA","CUAD-AVAYA","BBVA BANCOMER"
"A03195026",365987,"2019-03-28T06:00:00.000Z",71781520,"SITE 1468 PARQUE PUEBLA","CUAD-AVAYA","BBVA BANCOMER"
"A03195013",365987,"2019-03-28T06:00:00.000Z",71781514,"SITE 833 PQUE IND CENTRO LOGÍSTICO JALISCO","CUAD-AVAYA","BBVA BANCOMER"
"A03195012",365987,"2019-03-28T06:00:00.000Z",71781513,"SITE 1485 PLAZA FUENTES SAN GASPAR","CUAD-AVAYA","BBVA BANCOMER"
"A03195004",365987,"2019-03-28T06:00:00.000Z",71781507,"SITE 1435 SENDERO LAS TORRES","CUAD-AVAYA","BBVA BANCOMER"
"A03195005",365987,"2019-03-28T06:00:00.000Z",71781511,"SITE 1478 PQUE IND GUADALAJARA TECHNOLOGY PARK","CUAD-AVAYA","BBVA BANCOMER"
"A03194988",365987,"2019-03-28T06:00:00.000Z",71781503,"SITE 829 PARQUE INDUSTRIAL DEL NORTE","CUAD-AVAYA","BBVA BANCOMER"
"A03194987",365987,"2019-03-28T06:00:00.000Z",71781506,"SITE 842 PQUE IND CIUDAD INDUSTRIAL","CUAD-AVAYA","BBVA BANCOMER"
"A03194985",365987,"2019-03-28T06:00:00.000Z",71781491,"SITE 1469 PLAZA LA NOGALERA EN SALTILLO","CUAD-AVAYA","BBVA BANCOMER"
"A03195038",365985,"2019-03-28T06:00:00.000Z",71795646,"F1294 PATIO COATZACOALCOS","CUAD-AVAYA","BBVA BANCOMER"
"A03195044",365985,"2019-03-28T06:00:00.000Z",71795657,"F1295 PATIO LA CIMA","CUAD-AVAYA","BBVA BANCOMER"
"A03195037",365985,"2019-03-28T06:00:00.000Z",71795611,"F1293 PATIO MONTERREY CENTRIKA","CUAD-AVAYA","BBVA BANCOMER"
"A03195029",365985,"2019-03-28T06:00:00.000Z",71795599,"F1292 PATIO HERMOSILLO","CUAD-AVAYA","BBVA BANCOMER"
"A03195030",365985,"2019-03-28T06:00:00.000Z",71795581,"F915 PQUE IND TECNO PARQUE","CUAD-AVAYA","BBVA BANCOMER"
"A03195020",365985,"2019-03-28T06:00:00.000Z",71795362,"1515 ANDAMAR LIFESTYLE CENTER","CUAD-AVAYA","BBVA BANCOMER"
"A03195002",365985,"2019-03-28T06:00:00.000Z",71781644,"SITE 1488 MULTIPLAZA CANCÚN","CUAD-AVAYA","BBVA BANCOMER"
"A03194993",365985,"2019-03-28T06:00:00.000Z",71781528,"SITE 852 PLAZA HEROES CANCUN","CUAD-AVAYA","BBVA BANCOMER"
"A03194994",365985,"2019-03-28T06:00:00.000Z",71781527,"SITE 1460 MÉRIDA ALTABRISA","CUAD-AVAYA","BBVA BANCOMER"
"A03194991",365985,"2019-03-28T06:00:00.000Z",71781524,"SITE 1461 MACROPLAZA MÉRIDA","CUAD-AVAYA","BBVA BANCOMER"
"A03194971",365962,"2019-03-28T06:00:00.000Z",71781225,"SITE 1473 AVANTA GARDENS MONTERREY","CUAD-AVAYA","BBVA BANCOMER"
"A03194966",365962,"2019-03-28T06:00:00.000Z",71781224,"SITE 921 PLAZA TLATELOLCO","CUAD-AVAYA","BBVA BANCOMER"
"A03194958",365962,"2019-03-28T06:00:00.000Z",71781221,"SITE 1489 PUERTA TLATELOLCO","CUAD-AVAYA","BBVA BANCOMER"
"A03194969",365962,"2019-03-28T06:00:00.000Z",71781223,"SITE 910 PASEO VENTURA","CUAD-AVAYA","BBVA BANCOMER"
"A03194960",365962,"2019-03-28T06:00:00.000Z",71781216,"SITE 1480 PQUE TECNOIND CASTRO DEL RIO","CUAD-AVAYA","BBVA BANCOMER"
"A03194963",365962,"2019-03-28T06:00:00.000Z",71781219,"SITE 1477 TOREO PARQUE CENTRAL","CUAD-AVAYA","BBVA BANCOMER"
"A03194972",365962,"2019-03-28T06:00:00.000Z",71780063,"SITE F831 PARQUE INDUSTRIAL PIQ","CUAD-AVAYA","BBVA BANCOMER"
"A03194967",365962,"2019-03-28T06:00:00.000Z",71779080,"SITE 1462 GALERIAS LAGUNA (SITE)","CUAD-AVAYA","BBVA BANCOMER"
"A03194951",365962,"2019-03-28T06:00:00.000Z",71777576,"SITE 370 PUNTA LANGOSTA","CUAD-AVAYA","BBVA BANCOMER"
"A03194953",365962,"2019-03-28T06:00:00.000Z",71777648,"SITE 371  LAS AMÉRICAS MÉRIDA","CUAD-AVAYA","BBVA BANCOMER"
"A03194948",365954,"2019-03-28T06:00:00.000Z",71777627,"F746 LAS AMERICAS PLAYA DEL CARMEN","CUAD-AVAYA","BBVA BANCOMER"
"A03194946",365954,"2019-03-28T06:00:00.000Z",71777569,"SITE 368  CENTRO MAYA","CUAD-AVAYA","BBVA BANCOMER"
"A03194945",365954,"2019-03-28T06:00:00.000Z",71777586,"F745 LAS AMERICAS CHETUMAL","CUAD-AVAYA","BBVA BANCOMER"
"A03194933",365954,"2019-03-28T06:00:00.000Z",71777511,"SITE 369  FORUM BY THE SEA","CUAD-AVAYA","BBVA BANCOMER"
"A03194937",365954,"2019-03-28T06:00:00.000Z",71777559,"SITE 69  MALECÓN AMÉRICAS CANCÚN","CUAD-AVAYA","BBVA BANCOMER"
"A03194938",365954,"2019-03-28T06:00:00.000Z",71777531,"SITE 68 PABELLÓN CUMBRES CANCÚN","CUAD-AVAYA","BBVA BANCOMER"
"A03194928",365954,"2019-03-28T06:00:00.000Z",71777495,"SITE 55 GALERÍAS DIANA","CUAD-AVAYA","BBVA BANCOMER"
"A03194930",365954,"2019-03-28T06:00:00.000Z",71777260,"SITE 44 CITY CENTER MÉRIDA","CUAD-AVAYA","BBVA BANCOMER"
"A03194924",365954,"2019-03-28T06:00:00.000Z",71777246,"F804 SENDERO VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A03194925",365954,"2019-03-28T06:00:00.000Z",71777245,"F749 PATIO ACAPULCO","CUAD-AVAYA","BBVA BANCOMER"
"A03194869",365896,"2019-03-28T06:00:00.000Z",71417529,"6400 PATRIMONIAL VALLE","CUAD-AVAYA","BBVA BANCOMER"
"A03194871",365896,"2019-03-28T06:00:00.000Z",71406650,"6398 PATRIMONIAL ACOXPA PLAZA AMERICAS","CUAD-AVAYA","BBVA BANCOMER"
"A03194853",365896,"2019-03-28T06:00:00.000Z",71397790,"6405 PATRIMONIAL LEON","CUAD-AVAYA","BBVA BANCOMER"
"A03194851",365896,"2019-03-28T06:00:00.000Z",71310416,"6395 PATRIMONIAL VILLAHERMOSA","CUAD-AVAYA","BBVA BANCOMER"
"A03194858",365891,"2019-03-28T06:00:00.000Z",71433272,"6390 PATRIMONIAL QUERETARO","CUAD-AVAYA","BBVA BANCOMER"
"A03194874",365890,"2019-03-28T06:00:00.000Z",71465476,"6372 PATRIMONIAL MOROLEON","CUAD-AVAYA","BBVA BANCOMER"
"A03194875",365890,"2019-03-28T06:00:00.000Z",71562028,"6387 PATRIMONIAL TEPATITLAN","CUAD-AVAYA","BBVA BANCOMER"
"A03194861",365890,"2019-03-28T06:00:00.000Z",71465476,"6372 PATRIMONIAL MOROLEON","CUAD-AVAYA","BBVA BANCOMER"
"A03194847",365890,"2019-03-28T06:00:00.000Z",71441417,"6369 PATRIMONIAL URUAPAN","CUAD-AVAYA","BBVA BANCOMER"
"A03194842",365890,"2019-03-28T06:00:00.000Z",71406649,"6393 PATRIMONIAL PLAZA FORUM BUENAVISTA","CUAD-AVAYA","BBVA BANCOMER"
"A03194818",365880,"2019-03-28T06:00:00.000Z",71406652,"6367 PATRIMONIAL PUEBLA","CUAD-AVAYA","BBVA BANCOMER"
"A03194856",365879,"2019-03-28T06:00:00.000Z",71414597,"6358 PATRIMONIAL INTERLOMAS","CUAD-AVAYA","BBVA BANCOMER"
"A03194859",365879,"2019-03-28T06:00:00.000Z",71452133,"6337 PATRIMONIAL CD OBREGON","CUAD-AVAYA","BBVA BANCOMER"
"A03194835",365879,"2019-03-28T06:00:00.000Z",71397787,"6359 PATRIMONIAL ACAPULCO","CUAD-AVAYA","BBVA BANCOMER"
"A03194846",365879,"2019-03-28T06:00:00.000Z",71414597,"6358 PATRIMONIAL INTERLOMAS","CUAD-AVAYA","BBVA BANCOMER"
"A03194825",365879,"2019-03-28T06:00:00.000Z",71369210,"6349 PATRIMONIAL OAXACA","CUAD-AVAYA","BBVA BANCOMER"
"A03194813",365858,"2019-03-28T06:00:00.000Z",71465477,"7695 GOBIERNO Y EMPRESAS CHILPANCINGO","CUAD-AVAYA","BBVA BANCOMER"
"A03194811",365858,"2019-03-28T06:00:00.000Z",71454171,"7686 GOBIERNO TLANEPANTLA","CUAD-AVAYA","BBVA BANCOMER"
"A03194806",365858,"2019-03-28T06:00:00.000Z",70115514,"6535 TOLUCA SAN CARLOS","CUAD-AVAYA","BBVA BANCOMER"
"A03194809",365858,"2019-03-28T06:00:00.000Z",70115360,"6640 MINATITLAN HIDALGO","CUAD-AVAYA","BBVA BANCOMER"
"A03194803",365847,"2019-03-28T06:00:00.000Z",70224681,"5780 LOS PINOS ZACATECAS","CUAD-AVAYA","BBVA BANCOMER"
"A03194804",365847,"2019-03-28T06:00:00.000Z",70232611,"6534 TOLUCA CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A03194802",365847,"2019-03-28T06:00:00.000Z",70115693,"5567 PETATLAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A03194798",365847,"2019-03-28T06:00:00.000Z",70115634,"541 ACAYUCAN CENTRO","CUAD-AVAYA","BBVA BANCOMER"
"A03194787",365833,"2019-03-27T06:00:00.000Z",70115548,"5465 TEPATITLAN OFNA PRINCIPAL","CUAD-AVAYA","BBVA BANCOMER"
"A03194789",365833,"2019-03-27T06:00:00.000Z",71649753,"6411 PATRIMONIAL CUBRES","CUAD-AVAYA","BBVA BANCOMER"
"A03194733",365775,"2019-03-27T06:00:00.000Z",71779079,"SITE 35 GRAN PATIO TAPACHULA","CUAD-AVAYA","BBVA BANCOMER"
"A03194732",365775,"2019-03-27T06:00:00.000Z",71777616,"F805 PABELLÓN SALINA CRUZ","CUAD-AVAYA","BBVA BANCOMER"
"A03194729",365775,"2019-03-27T06:00:00.000Z",71777481,"SITE 379 FORUM TLAQUEPAQUE","CUAD-AVAYA","BBVA BANCOMER"
