"folio","siteNumber","siteName","clientName","oa","emission","service"
"A04196011",70114558,"3507 C COM SAN JERONIMO","BBVA BANCOMER",370333,"2019-04-17T05:00:00.000Z","CUAD-AVAYA"
"A04195886",70114613,"3533 SAN JOSE INSURGENTES","BBVA BANCOMER",369545,"2019-04-15T05:00:00.000Z","CUAD-AVAYA"
"A04195885",70114923,"1236 QUITUPAN","BBVA BANCOMER",369545,"2019-04-15T05:00:00.000Z","CUAD-AVAYA"
"A04195888",70115035,"1292 SAN CRISTOBAL","BBVA BANCOMER",369545,"2019-04-15T05:00:00.000Z","CUAD-AVAYA"
"A04195840",71780256,"3088 PYME VILLAHERMOSA","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195838",70115739,"587 AMECA CENTRO","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195839",70115196,"1093 CULIACAN BLVD MADERO","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195835",70114856,"925 SITE BUENAVISTA","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195832",70114651,"924 SITE TLAHUAC","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195833",70114495,"433 LEON CAMPESTRE","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195831",70114322,"243 SANTA CLARA","BBVA BANCOMER",369272,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195808",71305855,"1821 BANCA DE EMPRESAS PALMAS","BBVA BANCOMER",369193,"2019-04-12T05:00:00.000Z","CUAD-AVAYA"
"A04195671",71353008,"2362 HN CABO SAN LUCAS","BBVA BANCOMER",368336,"2019-04-10T05:00:00.000Z","CUAD-AVAYA"
"A04195664",71325893,"6600 B MODULO ADUANA GARITA OTAY","BBVA BANCOMER",368313,"2019-04-10T05:00:00.000Z","CUAD-AVAYA"
"A04195473",71414599,"6348 PATRIMONIAL DURANGO","BBVA BANCOMER",368281,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195468",70122130,"6384  PATRIMONIAL AGUASCALIENTES","BBVA BANCOMER",368281,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195471",71397789,"6383 PATRIMONIAL CUERNVACA","BBVA BANCOMER",368281,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195292",70114788,"3775 MONTERREY GUADALUPE EXPO","BBVA BANCOMER",368244,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195499",70114595,"3524  CORUNA TLALPAN","BBVA BANCOMER",368225,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195251",70114595,"3524  CORUNA TLALPAN","BBVA BANCOMER",368174,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195227",71549070,"3500 SATELITE","BBVA BANCOMER",368146,"2019-04-09T05:00:00.000Z","CUAD-AVAYA"
"A04195593",70114293,"211 MONTERREY PADRE MIER","BBVA BANCOMER",368098,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04195384",70115087,"3438  VILLA CONSULADO","BBVA BANCOMER",368039,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04195597",71618873,"2573 BENITO JUAREZ 1","BBVA BANCOMER",368035,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04195509",71575941,"2062 DIVISION HIPOTECARIO PROMOTOR BAJIO","BBVA BANCOMER",368029,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04195345",71453601,"1830 EMPRESAS HERMOSILLO","BBVA BANCOMER",368028,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04195653",71579846,"1807 BEYG CANCUN","BBVA BANCOMER",368027,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04195098",70114198,"61 MATIAS ROMERO","BBVA BANCOMER",368013,"2019-04-08T05:00:00.000Z","CUAD-AVAYA"
"A04194899",71235421,"461 AGUASCALIENTES PULGAS PANDAS","BBVA BANCOMER",367835,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194851",71414139,"6341 PATRIMONIAL SATELITE","BBVA BANCOMER",367783,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194931",71453601,"1830 EMPRESAS HERMOSILLO","BBVA BANCOMER",367748,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194930",70115145,"3476 TLALPAN HUIPULCO","BBVA BANCOMER",367748,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194926",71437016,"2194 BH POLANCO","BBVA BANCOMER",367748,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194929",70115125,"3458 COYOACAN CENTENARIO","BBVA BANCOMER",367748,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194903",70115087,"3438  VILLA CONSULADO","BBVA BANCOMER",367748,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194867",70114788,"3775 MONTERREY GUADALUPE EXPO","BBVA BANCOMER",367748,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194916",71414609,"6392 PATRIMONIAL HERMOSILLO","BBVA BANCOMER",367739,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194914",70122036,"4105 TLALNEPANTLA","BBVA BANCOMER",367739,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194921",70119011,"4129 VALLEJO PONIENTE","BBVA BANCOMER",367739,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194894",70115608,"5500 NSURGENTES","BBVA BANCOMER",367739,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194877",70115566,"5771 SLP GLORIETA","BBVA BANCOMER",367739,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194883",70114299,"219 SAN NICOLAS UNIVERSIDAD NORTE","BBVA BANCOMER",367738,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194893",70115368,"2229 BEYG BAJIO","BBVA BANCOMER",367691,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194906",71390116,"1822 EMPRESAS SAN ANGEL","BBVA BANCOMER",367691,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194855",71618873,"2573 BENITO JUAREZ 1","BBVA BANCOMER",367651,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194848",71549070,"3500 SATELITE","BBVA BANCOMER",367651,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194836",70115146,"3478 INGUARAN","BBVA BANCOMER",367651,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194826",70114595,"3524  CORUNA TLALPAN","BBVA BANCOMER",367651,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194913",71434348,"1825 EMPRESAS INGUARAN","BBVA BANCOMER",367645,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194896",71241257,"2425  DIVISIONAL NOROESTE","BBVA BANCOMER",367645,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194881",70115019,"1281 INSURGENTES CR","BBVA BANCOMER",367645,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194862",70114865,"1001 PLAZA DEL SOL","BBVA BANCOMER",367645,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194910",71463396,"764 AUTOSERVICIO JARDINES DE TULTITLAN","BBVA BANCOMER",367542,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194889",71444746,"829 EMPRESAS AGUASCALIENTES","BBVA BANCOMER",367542,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194875",70114583,"621 LA PAZ MALECON","BBVA BANCOMER",367542,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194900",71417529,"6400 PATRIMONIAL VALLE","BBVA BANCOMER",367494,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194904",71424266,"6403 PATRIMONIAL TIJUANA","BBVA BANCOMER",367494,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194923",71578111,"6404 PATRIMONIAL CD JUAREZ","BBVA BANCOMER",367494,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194853",71397790,"6405 PATRIMONIAL LEON","BBVA BANCOMER",367494,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194876",71406650,"6398 PATRIMONIAL ACOXPA PLAZA AMERICAS","BBVA BANCOMER",367494,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194925",71562028,"6387 PATRIMONIAL TEPATITLAN","BBVA BANCOMER",367491,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194864",71310416,"6395 PATRIMONIAL VILLAHERMOSA","BBVA BANCOMER",367491,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194884",71406649,"6393 PATRIMONIAL PLAZA FORUM BUENAVISTA","BBVA BANCOMER",367491,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194907",71441342,"6391 PATRIMONIAL SAN LUIS POTOSI","BBVA BANCOMER",367491,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194892",71433272,"6390 PATRIMONIAL QUERETARO","BBVA BANCOMER",367491,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194869",71414651,"6375 PATRIMONIAL  MAZATLAN","BBVA BANCOMER",367489,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194887",71441417,"6369 PATRIMONIAL URUAPAN","BBVA BANCOMER",367489,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194890",71465476,"6372 PATRIMONIAL MOROLEON","BBVA BANCOMER",367489,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194865",71406652,"6367 PATRIMONIAL PUEBLA","BBVA BANCOMER",367489,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194849",71337190,"6379 PATRIMONIAL LILAS","BBVA BANCOMER",367489,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194924",71444791,"6353 PATRIMONIAL COATZACOALCOS","BBVA BANCOMER",367486,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194874",71372564,"6357 PATRIMONIAL SAN JOSE INSURGENTES","BBVA BANCOMER",367486,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194901",71414597,"6358 PATRIMONIAL INTERLOMAS","BBVA BANCOMER",367486,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194872",71397787,"6359 PATRIMONIAL ACAPULCO","BBVA BANCOMER",367486,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194902",71442945,"6355 PATRIMONIAL XALAPA","BBVA BANCOMER",367486,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194833",71452133,"6337 PATRIMONIAL CD OBREGON","BBVA BANCOMER",367484,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194668",71369210,"6349 PATRIMONIAL OAXACA","BBVA BANCOMER",367484,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194825",71444793,"6345 PATRIMONIAL ZACATECAS","BBVA BANCOMER",367484,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194727",70224949,"6343 BANCA PATRIMONIAL PEDREGAL","BBVA BANCOMER",367484,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04194837",71454169,"6351 PATRIMONIAL CANCUN","BBVA BANCOMER",367484,"2019-04-05T06:00:00.000Z","CUAD-AVAYA"
"A04191277",71420134,"7710 GOBIERNO QUINTANA ROO EMPRESAS CHETUMAL","BBVA BANCOMER",367422,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191329",71434529,"6368 PATRIMONIAL ZAMORA","BBVA BANCOMER",367422,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191267",71406651,"6371 PATRIMONIAL CONTRY","BBVA BANCOMER",367422,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191377",71434529,"6368 PATRIMONIAL ZAMORA","BBVA BANCOMER",367422,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191223",71348840,"6350 PATRIMONIAL TUXTLA GUTIERREZ","BBVA BANCOMER",367422,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191235",71406651,"6371 PATRIMONIAL CONTRY","BBVA BANCOMER",367422,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191161",70115515,"6774 LAZARO CARDENAS FRANCISCO MINA","BBVA BANCOMER",367406,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191182",71270438,"2048 HIPOTECARIA PUEBLA","BBVA BANCOMER",367406,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191305",70114626,"637  ENSENADA OFICINA PRINCIPAL","BBVA BANCOMER",367338,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191224",70114334,"257 PLAZA MIRAMONTES","BBVA BANCOMER",367338,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191249",70114403,"333 LEON PINO SUAREZ","BBVA BANCOMER",367338,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191212",70114303,"223 MONTERREY TEC","BBVA BANCOMER",367338,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191225",71379563,"1846  EMPRESAS TOLUCA LERMA","BBVA BANCOMER",367335,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191221",70115384,"5918 CORDOBA AVENIDA 3","BBVA BANCOMER",367335,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191178",70114294,"212 GARZA GARCIA VALLE ORIENTE","BBVA BANCOMER",367335,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04191155",70114277,"184 TLALNEPANTLA VALLE DORADO","BBVA BANCOMER",367335,"2019-04-04T06:00:00.000Z","CUAD-AVAYA"
"A04190609",71241173,"2321 HIPOTECARIA MORELIA","BBVA BANCOMER",366804,"2019-04-03T06:00:00.000Z","CUAD-AVAYA"
"A04190575",70114434,"365 PABELLON BOSQUES","BBVA BANCOMER",366734,"2019-04-02T06:00:00.000Z","CUAD-AVAYA"
"A04190548",71441418,"6389 PATRIMONIAL MORELIA","BBVA BANCOMER",366721,"2019-04-02T06:00:00.000Z","CUAD-AVAYA"
"A04190545",71424266,"6403 PATRIMONIAL TIJUANA","BBVA BANCOMER",366721,"2019-04-02T06:00:00.000Z","CUAD-AVAYA"
"A04190501",71354496,"6643 LAS CHOAPAS PARQUE JUAREZ","BBVA BANCOMER",366702,"2019-04-02T06:00:00.000Z","CUAD-AVAYA"
"A04190567",70115132,"3465 POLANCO","BBVA BANCOMER",366693,"2019-04-02T06:00:00.000Z","CUAD-AVAYA"
"A04190446",70115452,"5994 TORREON OFNA PRINCIPAL","BBVA BANCOMER",366615,"2019-04-02T06:00:00.000Z","CUAD-AVAYA"
"A03195264",71249502,"3454 PORTALES CARRANZA","BBVA BANCOMER",366352,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195261",71454169,"6351 PATRIMONIAL CANCUN","BBVA BANCOMER",366342,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195255",71444791,"6353 PATRIMONIAL COATZACOALCOS","BBVA BANCOMER",366342,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195266",71444793,"6345 PATRIMONIAL ZACATECAS","BBVA BANCOMER",366342,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195254",71442945,"6355 PATRIMONIAL XALAPA","BBVA BANCOMER",366342,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195236",71622588,"2332 HIPOTECARIA SAN LUIS POTOSI","BBVA BANCOMER",366330,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195233",70114569,"3517 PERISUR JARDINES","BBVA BANCOMER",366330,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195256",70114141,"4 NAUCALPAN PERIFERICO","BBVA BANCOMER",366323,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195258",70115368,"2229 BEYG BAJIO","BBVA BANCOMER",366323,"2019-03-29T06:00:00.000Z","CUAD-AVAYA"
"A03195054",71372564,"6357 PATRIMONIAL SAN JOSE INSURGENTES","BBVA BANCOMER",366028,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195052",70114198,"61 MATIAS ROMERO","BBVA BANCOMER",366028,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195053",71337190,"6379 PATRIMONIAL LILAS","BBVA BANCOMER",366028,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195000",71795670,"F1297 PATIO GUAYMAS","BBVA BANCOMER",365998,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195017",71795675,"F1302 GRAN PATIO TUXPAN","BBVA BANCOMER",365998,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195007",71795664,"F1296 PATIO AGUASCALIENTES","BBVA BANCOMER",365998,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195023",71781651,"SITE 1455 SENDERO PERIFERICO REYNOSA","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195025",71781655,"SITE 1456 SENDERO APODACA","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195026",71781520,"SITE 1468 PARQUE PUEBLA","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195013",71781514,"SITE 833 PQUE IND CENTRO LOGÍSTICO JALISCO","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195012",71781513,"SITE 1485 PLAZA FUENTES SAN GASPAR","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195004",71781507,"SITE 1435 SENDERO LAS TORRES","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195005",71781511,"SITE 1478 PQUE IND GUADALAJARA TECHNOLOGY PARK","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194988",71781503,"SITE 829 PARQUE INDUSTRIAL DEL NORTE","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194987",71781506,"SITE 842 PQUE IND CIUDAD INDUSTRIAL","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194985",71781491,"SITE 1469 PLAZA LA NOGALERA EN SALTILLO","BBVA BANCOMER",365987,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195038",71795646,"F1294 PATIO COATZACOALCOS","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195044",71795657,"F1295 PATIO LA CIMA","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195037",71795611,"F1293 PATIO MONTERREY CENTRIKA","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195029",71795599,"F1292 PATIO HERMOSILLO","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195030",71795581,"F915 PQUE IND TECNO PARQUE","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195020",71795362,"1515 ANDAMAR LIFESTYLE CENTER","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03195002",71781644,"SITE 1488 MULTIPLAZA CANCÚN","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194993",71781528,"SITE 852 PLAZA HEROES CANCUN","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194994",71781527,"SITE 1460 MÉRIDA ALTABRISA","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194991",71781524,"SITE 1461 MACROPLAZA MÉRIDA","BBVA BANCOMER",365985,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194971",71781225,"SITE 1473 AVANTA GARDENS MONTERREY","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194966",71781224,"SITE 921 PLAZA TLATELOLCO","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194958",71781221,"SITE 1489 PUERTA TLATELOLCO","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194969",71781223,"SITE 910 PASEO VENTURA","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194960",71781216,"SITE 1480 PQUE TECNOIND CASTRO DEL RIO","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194963",71781219,"SITE 1477 TOREO PARQUE CENTRAL","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194972",71780063,"SITE F831 PARQUE INDUSTRIAL PIQ","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194967",71779080,"SITE 1462 GALERIAS LAGUNA (SITE)","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194951",71777576,"SITE 370 PUNTA LANGOSTA","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194953",71777648,"SITE 371  LAS AMÉRICAS MÉRIDA","BBVA BANCOMER",365962,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194948",71777627,"F746 LAS AMERICAS PLAYA DEL CARMEN","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194946",71777569,"SITE 368  CENTRO MAYA","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194945",71777586,"F745 LAS AMERICAS CHETUMAL","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194933",71777511,"SITE 369  FORUM BY THE SEA","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194937",71777559,"SITE 69  MALECÓN AMÉRICAS CANCÚN","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194938",71777531,"SITE 68 PABELLÓN CUMBRES CANCÚN","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194928",71777495,"SITE 55 GALERÍAS DIANA","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194930",71777260,"SITE 44 CITY CENTER MÉRIDA","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194924",71777246,"F804 SENDERO VILLAHERMOSA","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194925",71777245,"F749 PATIO ACAPULCO","BBVA BANCOMER",365954,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194869",71417529,"6400 PATRIMONIAL VALLE","BBVA BANCOMER",365896,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194871",71406650,"6398 PATRIMONIAL ACOXPA PLAZA AMERICAS","BBVA BANCOMER",365896,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194853",71397790,"6405 PATRIMONIAL LEON","BBVA BANCOMER",365896,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194851",71310416,"6395 PATRIMONIAL VILLAHERMOSA","BBVA BANCOMER",365896,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194858",71433272,"6390 PATRIMONIAL QUERETARO","BBVA BANCOMER",365891,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194874",71465476,"6372 PATRIMONIAL MOROLEON","BBVA BANCOMER",365890,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194875",71562028,"6387 PATRIMONIAL TEPATITLAN","BBVA BANCOMER",365890,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194861",71465476,"6372 PATRIMONIAL MOROLEON","BBVA BANCOMER",365890,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194847",71441417,"6369 PATRIMONIAL URUAPAN","BBVA BANCOMER",365890,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194842",71406649,"6393 PATRIMONIAL PLAZA FORUM BUENAVISTA","BBVA BANCOMER",365890,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194818",71406652,"6367 PATRIMONIAL PUEBLA","BBVA BANCOMER",365880,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194856",71414597,"6358 PATRIMONIAL INTERLOMAS","BBVA BANCOMER",365879,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194859",71452133,"6337 PATRIMONIAL CD OBREGON","BBVA BANCOMER",365879,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194835",71397787,"6359 PATRIMONIAL ACAPULCO","BBVA BANCOMER",365879,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194846",71414597,"6358 PATRIMONIAL INTERLOMAS","BBVA BANCOMER",365879,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194825",71369210,"6349 PATRIMONIAL OAXACA","BBVA BANCOMER",365879,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194813",71465477,"7695 GOBIERNO Y EMPRESAS CHILPANCINGO","BBVA BANCOMER",365858,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194811",71454171,"7686 GOBIERNO TLANEPANTLA","BBVA BANCOMER",365858,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194806",70115514,"6535 TOLUCA SAN CARLOS","BBVA BANCOMER",365858,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194809",70115360,"6640 MINATITLAN HIDALGO","BBVA BANCOMER",365858,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194803",70224681,"5780 LOS PINOS ZACATECAS","BBVA BANCOMER",365847,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194804",70232611,"6534 TOLUCA CENTRO","BBVA BANCOMER",365847,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194802",70115693,"5567 PETATLAN CENTRO","BBVA BANCOMER",365847,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194798",70115634,"541 ACAYUCAN CENTRO","BBVA BANCOMER",365847,"2019-03-28T06:00:00.000Z","CUAD-AVAYA"
"A03194787",70115548,"5465 TEPATITLAN OFNA PRINCIPAL","BBVA BANCOMER",365833,"2019-03-27T06:00:00.000Z","CUAD-AVAYA"
"A03194789",71649753,"6411 PATRIMONIAL CUBRES","BBVA BANCOMER",365833,"2019-03-27T06:00:00.000Z","CUAD-AVAYA"
"A03194733",71779079,"SITE 35 GRAN PATIO TAPACHULA","BBVA BANCOMER",365775,"2019-03-27T06:00:00.000Z","CUAD-AVAYA"
"A03194732",71777616,"F805 PABELLÓN SALINA CRUZ","BBVA BANCOMER",365775,"2019-03-27T06:00:00.000Z","CUAD-AVAYA"
"A03194729",71777481,"SITE 379 FORUM TLAQUEPAQUE","BBVA BANCOMER",365775,"2019-03-27T06:00:00.000Z","CUAD-AVAYA"
