"tecnología","cliente","sitio","siteName","fcs","status"
"CUAD-AVAYA","BBVA BANCOMER",70114818,"803 MERIDA VILLAS LA HACIENDA","[""A12171784""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114537,"485 SN JUAN DEL RIO ZONA INDUSTRIAL","[""A12171689""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71843972,"CHICOASÉN","[""A06200913""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114710,"670 JUSTO SIERRA","[""A11171884""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114504,"444 GUADALAJARA ALAMO INDUSTRIAL","[""A12170376""]","[""Activo""]"
"CUAD-AVAYA","CLARO ENTERPRISE SOLUTIONS, LLC",71842643,"BUPA PUEBLA","[""A03200529""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71443948,"724 ZONA ESMERALDA","[""A12171667""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71591645,"739 PABELLON M","[""A12171711""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114803,"760 NVO LAREDO GUERRERO","[""A12171777""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114732,"679 ROSARITO OFNA PRINCIPAL","[""A12171755""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71462717,"738 ZAVALETA","[""A12171684""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114735,"689 ZAPOPAN PATRIA LA ESTANCIA","[""A12171773""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71462716,"726 PLAZA LAS TIENDAS CANCUN","[""A12171676""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114493,"431 LEON JARDINES","[""A12172298""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847872,"EL PARRAL","[""A06200653""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71465287,"631 MEXICALI BOULEVARES","[""A12173801""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115614,"528 HUEJOTZINGO PLAZA PRINCIPAL","[""A12171745""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115498,"507 PUEBLA 43 ORIENTE","[""A12171715""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114458,"388 MONCLOVA CENTRO","[""A12172283""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115630,"538 HUAMANTLA JUAREZ NORTE","[""A12171778""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115738,"586 COATZACOALCOS LAS PALMAS","[""A12172397""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114330,"252 TORREON REFORMA","[""A12170380""]","[""Activo""]"
"CUAD-BROADSOFT","SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V.",71810753,"SANOH CASTRO DEL RIO II","[""A11201306"",""A10201430"",""A10201167""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114300,"220 MONTERREY PINO SUAREZ","[""A12170375""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71450816,"268 MTY VALLE DE SANTA CECILIA","[""A11170497""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114285,"202 GARZA GARCIA VALLE ROSARIO","[""A12170679""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114355,"280 LEGARIA LAGO","[""A12171918""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71234124,"5073 VILLAH SORIANA SAN JOAQUIN","[""A12173413"",""A12173175""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER S.A. INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO BBVA BANCOMER",71620778,"3217 PATZCUARO LIBRAMIENTO","[""A03170491""]","[""Cancelado""]"
"CUAD-BROADSOFT","INMOBILIARIA AMARA S.A. DE C.V.",71851084,"AMARA - TAMARINDOS","[""A09201112""]","[""Activo""]"
"CUAD-CISCO","EOLICA ZOPILOAPAN S.A.P.I. DE C.V.",71846812,"PLANTA ZOPILOAPAN","[""A11200770"",""A11200635""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71622925,"3711 TICOMAN","[""A04170737""]","[""Cancelado""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71360688,"OFICINAS PRINCIPALES","[""A11200359""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852223,"OFICINA VERACRUZ","[""A09200806""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER S.A.",71235421,"461 AGUASCALIENTES PULGAS PANDAS","[""A02170397""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER S.A.",70122129,"474 LEON BOULEVARD","[""A02170395""]","[""Cancelado""]"
"CUAD-AVAYA","BANCO SABADELL, S.A., INSTITUCION DE BANCA MULTIPLE",71845410,"CORPORATIVO CERVANTES 193","[""A04200722""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114968,"1252 ZAPOTILTIC","[""A07160061""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71587407,"5062 HERMOSILLO SOLARIDAD","[""A04171746"",""A08160284""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71581795,"4472 GARZA GARCIA PLAZA SAN PEDRO","[""A08160075"",""A07160385"",""A07160296""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71567161,"1106 MODULO MOBIS","[""A04160231""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71561009,"4790 ZONA AZUL","[""A03160102""]","[""Cancelado""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855764,"CEDIS PUEBLA NORTE","[""A11201159""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71557650,"745 PLAZA ALTEA LOPEZ MATEOS","[""A02160234""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70118776,"4447 MERIDA CAMPESTRE","[""A04170182"",""A04160162"",""A03160402""]","[""Activo"",""Cancelado""]"
"CUAD-BROADSOFT","DIEHL CONTROLS MEXICO, S.A. DE C.V.",71794981,"INDUSTRIAL ADVANCE AEROPUERTO","[""A08192207""]","[""Activo""]"
"CUAD-CISCO","STIPA NAYAA S.A. DE C.V.",71825611,"STIPA","[""A05200352""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71455451,"752 JOCOTEPEC","[""A03150310""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71363348,"4671  PLAZA INDUSTRIAL TIJUANA DE OTAY","[""A07150363"",""A06150006""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71444890,"5809 HERMOSILLO MORELOS","[""A12200429""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71458125,"762 TERMINAL MARITIMA","[""A05150115""]","[""Cancelado""]"
"CUAD-AVAYA","SERVICIOS DE COBRANZA, RECUPERACION Y SEGUIMIENTO SA DE CV",71845997,"SECORSE TIJUANA","[""A05200278""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71463937,"5697 PUERTO ESCONDIDO","[""A10150369""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",70122087,"477 LEON OFNA PRINCIPAL","[""A12200871"",""A10201486""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114740,"3735 SANTA MARIA","[""A11171873""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70115475,"5728 PLAZA DE LA CONGREGACION","[""A12172189""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71283482,"5280 PABELLON CUAUHTEMOC","[""A01140128""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70114806,"3785 GARZA GARCIA VALLE SENA","[""A05140028""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71434344,"813 EMP MTY REVOLUCION","[""A03180149"",""A05140015""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847889,"MIXTIQUIC DE CARMONA","[""A06200674""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70232035,"5062 HERMOSILLO SOLIDARIDAD","[""A01140126""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114486,"423 GUADALAJARA AMERICAS NERUDA","[""A09150392"",""A05140021""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114174,"32 PALMAS","[""A01140124""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71434351,"COMP433 978 CER PLAZ MAYOR","[""A05140022""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71434341,"COMP219 821 EMPRESAS UNIVERSIDAD NORTE","[""A05140010""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71428324,"3691 PROVIDENCIA ARAGON","[""A02140280""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70122123,"3779 VISTA HERMOSA","[""A02140406""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70122077,"5344 SALTILLO OFNA PRINCIPAL","[""A12200870""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114563,"3512 CUAUTITLAN IZCALLI","[""A12140294""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70115270,"5367 SAN BUENAVENTURA","[""A12140282""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71392052,"4684 PLAZA SENDERO QUERETARO","[""A10140226""]","[""Cancelado""]"
"CUAD-AVAYA","SERVICIOS DE COBRANZA, RECUPERACION Y SEGUIMIENTO SA DE CV",71796074,"SECORSE SANTA FE","[""A07200878"",""A05200279""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852185,"COATZINTLA","[""A10200682""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71420507,"4728 SAN CRISTOBAL EJE VIAL","[""A12172018""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71442901,"717 BUGAMBILIAS","[""A09140037""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70115084,"3437 ROMA","[""A03150308"",""A09140083"",""A08140193""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71443556,"4786 SONATA ANGELOPOLIS","[""A09140112""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70114244,"123 CHALCO","[""A08140210"",""A08140188""]","[""Activo"",""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71438173,"COMP434 814 EMPRESAS GUADALAJARA PLAZA M","[""A07140060""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71856905,"5928 ALTOTONGA_R2020","[""A12200968""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847916,"EL DORADO","[""A09200920""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71436282,"4746 VILLAHERMOSA ALTABRISA","[""A06140032""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71423703,"4750 HONDA CELAYA","[""A11130061""]","[""Cancelado""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847877,"CORTAZAR","[""A06200660""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71434354,"836 EMPRESARIAL GDL AMERICAS","[""A05140019""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71394735,"4698 CHETUMAL PLAZA BAHIA","[""A10130165""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70115664,"5835 VILLAHERMOSA ATASTA","[""A10130163""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70221720,"6569 ZINACANTEPEC","[""A09130248""]","[""Activo""]"
"CUAD-AVAYA","PRODUCTOS AVICOLAS EL CALVARIO",71855784,"CEDIS ACAPULCO","[""A11201164""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114424,"354 CHIHUAHUA LOMAS CAMPESTRE","[""A05140020"",""A09130213""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114338,"262 SALTILLO CENTRO","[""A09130212""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70197066,"656 HERMOSILLO OFNA PRINCIPAL","[""A11130126""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115389,"6665 SAN FELIPE CENTRO","[""A09130251""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115507,"6758 URUAPAN BENITO JUAREZ","[""A09130405""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71856437,"3702  FUENTES DEL VALLE","[""A12200639"",""A12200672""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114287,"204 MONTERREY REVOLUCION","[""A05140004"",""A09130361""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115561,"6821 TARIMORO CENTRO","[""A09130253""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115376,"6653 SAN MIGUEL LEON","[""A02140300"",""A09130250""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70114438,"369 TORREON LA ROSITA","[""A09130215""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114299,"219 SAN NICOLAS UNIVERSIDAD NORTE","[""A05140005"",""A09130397""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114328,"251 TORREON INDEPENDENCIA","[""A09130210""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114330,"252 TORREON REFORMA","[""A09130211""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114622,"635 ENSENADA REFORMA","[""A09130403""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115755,"607 TIJUANA SOLER","[""A09130209""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115684,"561 TOLUCA COLON","[""A09130366""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114612,"630 MEXICALI MEXICO","[""A09130205""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71419447,"143 DIVISION DEL NORTE","[""A09130279""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",70114920,"1062 GUADALAJARA AVILA CAMACHO","[""A12171746""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852184,"ICHANTE","[""A10200680""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70197382,"6557 VILLA DEL CARBON","[""A09130199""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70122111,"328 IRAPUATO OFNA PRINCIPAL","[""A09130368""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115008,"3884 GLD MOD ADUANAL AEROPUERTO","[""A09130194""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71241162,"2333  H NAL PZA LEON","[""A09130356""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114372,"298 CD MEOQUI","[""A09130201""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114366,"292 CD JUAREZ SAN LORENZO","[""A09130200""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114523,"466 QUERETARO AMERICAS","[""A09130381""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114682,"662 TIJUANA LAS HUERTAS","[""A09130349""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115450,"5988 GOMEZ PALACIO CAMPESTRE","[""A09130239""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114517,"459 BOULEVARD DIAZ ORDAZ","[""A09130192""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70122125,"271 CHIHUAHUA UNIVERSIDAD","[""A09130369""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114457,"387 SAN PEDRO DE LAS COLINAS","[""A09130222""]","[""Activo""]"
"CUAD-CISCO","PALACIO DE HIERRO",70018542,"TIENDA, SANTA FE  PH","[""A07200089""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114357,"283 LAS AGUILAS","[""A04140136"",""A09130221""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115452,"5994 TORREON OFNA PRINCIPAL","[""A09130375""]","[""Activo""]"
"CUAD-AVAYA","PALACIO DE HIERRO",71415328,"CASA PALACIO, ANTARA  PH","[""A06200987""]","[""Activo""]"
"CUAD-BROADSOFT","CHIHUAHUA ELECTRICAL WIRING SYSTEMS, S. DE R.L. DE C.V.",71852491,"EJERCITO NACIONA","[""A10201408"",""A10201406"",""A10200842"",""A09201031""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115548,"5465 TEPATITLAN OFNA PRINCIPAL","[""A09130353""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115029,"3908 EL SALTO IBM","[""A09130267""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115592,"6857 LAGUNA REY","[""A09130184""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115082,"3436 VALLE BEISTEGUI","[""A09130237""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71270581,"5181 EL CASTAÑO PEMEX","[""A12140483"",""A09130419""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115598,"525 ATLIXCO CENTRO","[""A12140311"",""A09130413""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115631,"5526 PENJAMO HIDALGO","[""A09130414""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71420094,"PEND 7686 GOBIERNO TLALNEPANTLA","[""A09130434""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71419624,"1819 EMPRESAS DF CONDESA","[""A09130426""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115672,"5544 ACAPULCO CUAUHTEMOC","[""A09130257""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114733,"3730 GAMESA VALLEJO","[""A02140296"",""A09130183""]","[""Activo"",""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71420092,"PEND 813 EMPRESAS MONTERREY REVOLUCION","[""A09130432""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115342,"6624 CD JUAREZ DELPHI","[""A09130177""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71420098,"PEND 820 EMPRESAS GUADALAJARA PLAZA DEL SOL","[""A09130435""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115501,"508 PUEBLA 2 ORIENTE","[""A09130352""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71419635,"7684 GOBIERNO DF FELIX CUEVAS AGRICULTUR","[""A09130428""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115715,"5598 MIXQUIHUALA","[""A09130270""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71420099,"PEND 1833 EMPRESAS Y GOBIERNO PUERTO VALLARTA","[""A09130436""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71420091,"PEND 838 EMPRESAS TLALNEPANTLA","[""A09130431""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114442,"373 CD JUAREZ JILOTEPEC","[""A09130216""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114850,"1019 COMERCIAL INDEPENDENCIA","[""A09130265""]","[""Activo""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852229,"CASABLANCA","[""A09200761""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114470,"406 GUADALAJARA ABASTOS NANCE","[""A09130260""]","[""Activo""]"
"CUAD-AVAYA","BBVA BANCOMER",71414598,"6345 PATRIMONIAL ZACATECAS","[""A12200521""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70032409,"6580 CD OBREGON GAMESA OBREGON","[""A09130130""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115540,"6790 NOVALATO","[""A09130085""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114191,"53 CUAUTITLAN GLORIETA","[""A09130109""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS SNC",71847882,"ESCOBEDO","[""A06200665""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115306,"5853 PARAISO DOS BOCAS","[""A09130136""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115369,"5906 VERACRUZ MODULO ADUANAL REC","[""A09130141""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71843868,"VALLE DE IGNACIO ALLENDE","[""A11200528"",""A08201437""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115616,"529 I DE MATAMOROS PLAZA","[""A12140285"",""A09130122""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115400,"5924 VILLA LERDO DE TEJADA REVOLUCION","[""A09130097""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71254588,"5119 SOLIDARIDAD","[""A08130282""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70115499,"6750 ANGAMACUTIRO MATAMOROS","[""A09130033""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114356,"281 GOMEZ PALACIO ROSAS","[""A09130230""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115495,"6748 PUREPERO POSTAL GUERRERO","[""A09130032""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115283,"5389 CIHUATLAN CENTRO","[""A08130293""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70115482,"6730 LA PIEDAD MERCADO","[""A09130031""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114383,"314 APATZINGAN CENTRO","[""A09130022""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71847884,"TEHUANTEPEC","[""A11200352"",""A08201298"",""A08201387""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115273,"5638 PASTOR ORTIZ PLAZA PRINCIPAL","[""A09130024""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115275,"5640 MARAVATIO PORTAL","[""A09130025""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115519,"5752 JALPAN CENTRO","[""A01160272"",""A08130318""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70114518,"460 AGUASCALIENTES AMERICAS","[""A09130154""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70119703,"3796 ESCOBEDO MODULO ADUANA","[""A09130123""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115290,"5398 PIJIJIAPAN CENTRO","[""A12140213"",""A08130295""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70116694,"6763 TANCITARO PORTAL ZARAGOZA","[""A09130039""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115441,"6711 VILLAFLORES CENTRO","[""A08130306""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414677,"6351 PATRIMONIAL CANCUN","[""A08130197""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70122024,"4069 COATZACOALCOS MODULO PEMEX","[""A09130147""]","[""Cancelado""]"
"CUAD-BROADSOFT","LISTER LABORATORIO DE REFERENCIA, S.A. DE C.V.",71852297,"CARRANZA II","[""A09200782""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114960,"3799 SEGUROS MONTERREY MODULO","[""A09130119""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71824293,"1474 PLAZA SENDERO CHIHUAHUA","[""A08200791""]","[""Activo""]"
"CUAD-CISCO","BANCO DEL BIENESTAR, SOCIEDAD NACIONAL DE CRÉDITO, INSTITUCIÓN DE BANCA DE DESAR",71843976,"CHAPULHUACÁN","[""A11200532"",""A09200022""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70119988,"5641 TLAPUJAHUA","[""A09130040""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414600,"6368 PATRIMONIAL ZAMORA","[""A08130182""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",71414593,"6402 PATRIMONIAL TOLUCA SAN CARLOS","[""A08130156""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115577,"5775 SLP PLAZA EL DORADO","[""A12140300"",""A09130077""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","NACIONAL MONTE DE PIEDAD, I.A.P.",71778459,"TORRE ESMERALDA III","[""A10200151""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414658,"6366 PATRIMONIAL CELAYA","[""A11130119"",""A08130190""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114771,"3745 VALSEQUILLO CRYSTAL","[""A08130229""]","[""Cancelado""]"
"CUAD-CISCO","BBVA BANCOMER",70115468,"496 RIO VERDE GABRIEL MTZ","[""A09130075""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115729,"A0_576 JOJUTLA ALTAMIRANO","[""A09130038""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70116695,"6865 CHIHUAHUA 2000","[""A08140194"",""A09130219""]","[""Cancelado"",""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414606,"6385 PATRIMONIAL PERISUR","[""A08130210""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115563,"6825 ALVARO OBREGON CENTRO","[""A04140131"",""A09130218""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114828,"850 CANCUN TULUM","[""A09130072""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115052,"3939 AGUASCALIENTES EXPOPLAZA","[""A08130135""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115584,"520 PUEBLA SAN MANUEL","[""A09130067""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414613,"6356 NEZA","[""A08130167""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",71414598,"6345 PATRIMONIAL ZACATECAS","[""A08130160""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115391,"5709 TEHUACAN 2 SUR","[""A09130065""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70197779,"5009 SORIANA ORIENTE","[""A07130283""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70115046,"1298 SAN AGUSTIN ECATEPEC","[""A07130213""]","[""Activo""]"
"CUAD-CISCO","BBVA BANCOMER",70114743,"3736 LA LUZ","[""A08130132""]","[""Cancelado""]"
"CUAD-AVAYA","BBVA BANCOMER",71491355,"771 MERIDA CAUCEL","[""A12171802""]","[""Activo""]"
